sample_id,CTHRC1,FHL2,LDHA,P4HA1,SERPINH1,ABCA8,CA19-9,MUC16,EGFR,KRAS,TP53,SMAD4,CDH1,VIM,FN1,COL1A1,MMP9,VEGFA,HIF1A,PCNA,PROT_04773,PROT_05214,PROT_03119,PROT_00197,PROT_04607,PROT_01737,PROT_03296,PROT_00378,PROT_00461,PROT_07044,PROT_01869,PROT_06788,PROT_07859,PROT_00526,PROT_06669,PROT_06014,PROT_01764,PROT_02052,PROT_00415,PROT_08274,PROT_06218,PROT_04917,PROT_03172,PROT_04664,PROT_00089,PROT_08324,PROT_03333,PROT_02241,PROT_06178,PROT_03962,PROT_01026,PROT_00852,PROT_01860,PROT_01539,PROT_02509,PROT_02232,PROT_01974,PROT_01865,PROT_00438,PROT_05464,PROT_02946,PROT_02858,PROT_06775,PROT_08070,PROT_08027,PROT_07544,PROT_05034,PROT_01770,PROT_05756,PROT_07288,PROT_07447,PROT_08674,PROT_08056,PROT_00467,PROT_07658,PROT_03967,PROT_05348,PROT_07083,PROT_03367,PROT_02249,PROT_03304,PROT_07306,PROT_02385,PROT_07042,PROT_03836,PROT_08532,PROT_04154,PROT_02307,PROT_04273,PROT_05799,PROT_06738,PROT_02212,PROT_06990,PROT_00463,PROT_04713,PROT_02465,PROT_05805,PROT_08476,PROT_02640,PROT_02625,PROT_06450,PROT_08494,PROT_07376,PROT_04121,PROT_02124,PROT_06241,PROT_07326,PROT_00823,PROT_07072,PROT_02703,PROT_03440,PROT_06215,PROT_02069,PROT_06768,PROT_06356,PROT_07335,PROT_00256,PROT_01863,PROT_08472,PROT_01549,PROT_00863,PROT_01208,PROT_04629,PROT_05155,PROT_01227,PROT_05195,PROT_08392,PROT_06136,PROT_02339,PROT_06722,PROT_03177,PROT_05353,PROT_01920,PROT_08768,PROT_01065,PROT_04836,PROT_07741,PROT_06484,PROT_08333,PROT_05988,PROT_04918,PROT_04754,PROT_00070,PROT_07630,PROT_02404,PROT_08103,PROT_05981,PROT_00877,PROT_07972,PROT_06471,PROT_07574,PROT_04649,PROT_01864,PROT_06674,PROT_02363,PROT_05014,PROT_00432,PROT_07074,PROT_07835,PROT_02548,PROT_08575,PROT_01933,PROT_07624,PROT_02965,PROT_03197,PROT_04871,PROT_02068,PROT_07565,PROT_00766,PROT_02642,PROT_04437,PROT_01133,PROT_03889,PROT_00401,PROT_05641,PROT_05102,PROT_00319,PROT_07575,PROT_04046,PROT_02177,PROT_01704,PROT_02784,PROT_01010,PROT_01356,PROT_02295,PROT_03645,PROT_04968,PROT_08369,PROT_01351,PROT_05477,PROT_03317,PROT_02046,PROT_01870,PROT_07263,PROT_01210,PROT_02978,PROT_06407,PROT_02335,PROT_00501,PROT_06791,PROT_04876,PROT_05060,PROT_06082,PROT_05552,PROT_07450,PROT_02767,PROT_01211,PROT_00588,PROT_07444,PROT_03283,PROT_05702,PROT_01004,PROT_08776,PROT_07754,PROT_02265,PROT_02597,PROT_05274,PROT_08732,PROT_06560,PROT_07724
S0452,20.621805,21.30872,25.670822,23.695381,22.957003,15.760752,15.268418,20.907629,23.58884,20.864063,22.073202,22.949844,19.364285,22.544424,21.937342,23.568804,24.77353,22.223482,20.279945,25.53457,19.98388,19.797771,18.110867,20.444561,20.259611,18.593195,19.287466,22.675785,19.440863,20.38727,17.391,21.260534,21.104486,17.944374,15.700908,18.8179,19.544527,22.799826,21.099277,20.14336,21.86443,20.918282,15.869109,20.84145,18.696777,18.149881,24.204258,19.588257,18.091444,21.625828,17.422333,18.343424,21.091717,18.277187,22.94071,22.001463,16.845097,24.212017,20.464176,23.236732,22.721426,20.665867,20.71672,18.208649,20.649408,22.710188,22.411024,18.444746,17.319323,21.471004,19.593466,21.63755,21.761242,22.892141,21.570559,19.869234,19.761356,18.182442,17.898075,19.577497,24.022724,20.645285,21.091946,20.364445,15.708543,16.644068,20.075977,18.474594,22.219587,21.465338,19.855787,20.590473,18.314102,20.883314,20.899937,19.340055,18.56036,27.548292,25.232025,18.996088,19.42449,19.886604,21.603077,22.456917,17.69612,22.277826,23.674578,18.01736,18.003494,19.12346,20.400145,21.093527,17.357857,18.845566,22.465988,19.718576,20.660831,22.427013,20.708858,19.195463,17.963398,18.098076,20.406406,21.937374,19.309341,20.814077,16.385489,20.00101,20.707636,20.263847,22.378407,18.745646,17.78512,22.03574,22.678907,19.684166,24.242336,19.636189,17.290138,19.36701,19.610212,17.658783,21.023317,20.619427,20.50886,16.539669,20.53977,19.205055,20.109196,22.839718,19.91958,17.122236,19.94943,20.98664,23.042233,18.021893,24.667753,21.890978,20.863415,22.96017,22.18867,21.341463,22.471733,18.888565,20.164585,20.957678,22.765219,16.467588,19.427893,20.141335,15.001412,20.170412,18.063778,18.885557,22.015734,19.285166,20.039965,19.521765,19.435806,21.086657,21.901955,21.228037,18.509865,20.475939,19.188046,20.491474,18.577805,22.458027,21.490276,20.682533,19.21134,20.936337,20.59047,20.265392,21.211489,19.248417,20.164629,17.947382,17.22098,23.584776,20.282036,17.82063,18.779171,17.320505,21.277985,20.22398,15.914072,18.5467,21.291256,20.898687,16.071972,19.114063,23.832151,17.65423,23.495905,18.944458,21.196232,19.90668,18.505869,20.81488
S0453,21.290518,23.617538,22.0975,23.50207,19.925135,13.375826,21.544819,21.00395,22.591211,21.33513,23.1098,16.45508,16.66886,17.795889,23.794626,22.19926,21.137903,26.513853,22.035107,21.227991,20.046597,23.887135,19.050337,21.283306,22.372173,21.560843,18.457361,20.853468,18.016024,20.653494,18.683086,20.69494,17.861067,19.959333,18.65292,16.875122,19.466782,18.543873,19.699993,20.557833,23.790457,16.9277,15.583517,20.61645,19.827166,22.379345,18.515451,22.53363,19.585138,20.482075,18.575493,19.388876,19.232603,20.925161,20.41552,22.831131,15.7459345,17.73065,16.221104,20.091124,18.698767,22.659172,20.160936,19.483475,22.577793,19.703457,20.344105,18.021235,19.143742,17.013948,17.299545,15.201352,22.978395,19.273382,17.571302,18.65187,21.646593,21.25227,17.628004,15.229591,19.250528,21.463432,20.17711,19.742664,15.71376,20.625273,18.763351,18.48464,24.388687,20.944715,20.708225,20.900919,18.932055,21.782839,16.650629,21.030138,20.133694,17.017057,16.87298,19.58097,19.590424,17.87729,21.521847,22.29778,21.785673,17.742456,19.948084,18.139446,18.888052,17.909874,22.098001,22.001028,19.961918,20.716112,22.590364,18.923021,17.325804,20.469667,18.64456,19.389793,20.588587,18.525873,22.275604,18.519033,17.255438,20.92982,21.753622,21.387476,17.569881,14.803011,19.117775,17.983624,20.144957,18.276611,23.33859,22.678015,21.28958,21.080175,23.13224,20.791899,21.054583,21.622778,19.656511,22.406963,20.555437,20.933012,20.70412,17.00557,22.051262,22.17548,17.929485,20.036963,21.34082,19.202457,16.268415,20.29581,22.022684,21.349194,20.136644,16.493652,19.010712,19.830273,21.594353,23.307476,22.73334,17.954502,20.159494,24.069397,18.323332,19.965355,18.31868,22.756952,20.226255,15.961429,14.043077,21.949053,20.744833,17.829363,21.25808,21.875723,18.425543,20.27651,16.733355,16.132229,20.422329,18.069609,21.775446,21.74219,16.135345,16.979258,22.08855,22.228378,22.027227,17.489594,19.02386,20.036713,21.301098,17.890314,23.62654,16.309927,16.769787,19.61542,21.45255,17.748537,21.217234,20.072708,20.534575,17.305117,22.525692,21.843102,21.662287,18.549726,17.463438,19.13868,20.092764,19.237946,17.955904,22.157438,17.550646,22.521809
S0454,27.165764,21.408035,26.93001,21.447844,22.442692,15.067872,23.642136,24.81905,20.487463,25.879616,21.124495,15.809184,14.230708,23.19574,23.97339,22.406235,26.387375,24.011366,24.29348,20.895903,17.286863,19.571714,16.970188,20.485355,19.874657,19.061623,20.527338,18.81755,23.589605,24.753242,19.927446,17.42866,21.353712,21.276491,18.542131,18.222658,19.192392,20.510107,19.995146,21.39309,20.123379,19.510365,20.35641,20.975706,21.048532,19.064943,19.659128,21.736753,21.581587,20.55474,16.464022,18.871603,17.489723,19.840242,25.310688,21.85594,18.113289,18.273235,24.627146,20.087446,20.230156,21.979424,19.74837,20.619276,21.948584,15.229716,21.774748,19.096737,18.899529,17.602407,21.515839,20.900974,23.638557,19.546597,20.817732,17.691349,17.250706,21.928116,21.062386,16.256062,22.544172,18.580265,19.562181,20.128448,18.65977,19.376982,21.24146,21.697145,18.453268,17.721508,17.11031,23.467607,20.671124,22.571642,20.684587,21.555435,15.768355,20.048883,19.135485,21.071577,19.421646,20.922197,22.910503,21.03944,20.308659,24.809938,16.976254,18.277496,19.889374,18.649227,18.535547,18.04876,19.571383,21.783752,20.68435,21.540607,19.921244,18.902374,17.547009,19.169983,18.567371,16.377571,22.631804,15.493238,20.171427,17.358229,21.51862,17.399525,20.750841,18.358011,22.497126,19.837597,18.423887,23.646008,20.038656,21.725077,15.767703,22.440712,17.822687,18.302118,22.005548,19.979774,16.142035,19.138147,21.352072,20.34725,20.86984,21.58236,23.447773,22.592651,21.384846,19.241667,20.913185,17.611532,23.596308,21.5008,23.012337,19.239023,18.586061,24.23595,18.53712,20.12883,19.539164,18.381655,17.60027,17.671913,20.668005,17.327929,19.465849,22.406693,20.367235,18.899368,22.228237,20.627857,19.411203,19.868204,22.40777,18.330782,17.220318,19.434116,21.643053,19.368235,20.528137,19.278414,22.45862,19.485485,19.680065,18.443663,17.61757,20.38577,19.953243,20.53849,16.86205,18.863262,19.3187,20.716322,22.905958,18.594765,18.689493,19.609005,20.373583,17.818275,18.57812,18.587103,19.722706,24.73571,17.868439,22.62402,18.019758,19.296257,19.045055,17.838963,22.405907,22.432442,17.66574,16.662186,20.554193,18.341208,17.122416,22.444712
S0455,22.023031,21.7878,25.945084,19.44963,22.344843,16.999907,22.136862,21.823378,21.300966,20.00834,22.360193,18.047745,19.100922,23.16237,24.65856,20.113056,21.260561,21.946135,23.775757,20.150267,18.694061,16.643084,18.948732,19.3541,18.233107,21.256355,23.194458,22.163124,18.57817,21.513563,24.087543,19.346838,19.62332,22.376528,19.678446,21.005459,19.33144,21.058947,18.287434,18.336477,18.117842,18.867853,19.160936,18.182976,17.49543,21.396812,19.143845,20.009432,19.443956,19.566298,19.945816,20.628897,20.785397,20.932096,24.30992,16.07283,21.088533,23.926031,18.283617,21.950232,18.601084,22.844004,16.708504,22.513367,19.690792,17.00469,19.060703,22.53372,20.600485,20.268927,19.897469,18.856464,21.907171,23.891216,19.036615,16.403484,21.03275,19.944723,22.199734,20.00902,17.15547,19.447811,18.199535,20.576603,19.893173,22.753878,14.454849,22.399824,20.571915,21.103329,17.196918,18.784166,19.408203,23.326685,17.495039,22.00233,19.069454,19.871883,20.814674,15.015132,21.6755,16.915613,20.991787,22.273804,20.224,20.046967,18.099545,20.67804,17.94993,18.98563,18.77871,19.562153,23.839046,20.478142,17.085785,21.709038,23.30511,23.387976,17.609447,23.185299,21.818031,18.27076,21.019732,18.168934,17.795134,18.820517,18.868872,23.619623,21.50409,17.035944,21.23794,18.96685,23.531677,21.823236,16.66859,18.67516,21.175467,22.276882,19.032541,17.644924,20.793436,20.055851,19.511448,20.194542,19.085728,16.96036,21.342152,20.955326,22.053762,15.775589,21.646772,21.43779,21.272053,19.244347,19.573132,20.345795,18.581205,21.076244,19.848043,19.230757,19.528957,24.02404,22.774744,15.943013,19.383009,17.389317,17.176186,21.001907,20.060411,19.747486,21.085257,22.31399,24.248213,21.772762,21.388084,19.808254,18.247002,18.834297,16.462183,21.640282,20.077335,17.509407,21.648777,24.441565,20.732914,18.114275,19.300135,20.451305,20.344938,21.990435,18.965714,17.207458,21.144207,22.983784,19.493212,21.702755,19.17349,23.292233,17.695593,19.035435,14.211327,22.575312,18.163923,21.8383,16.796646,16.890234,18.662077,19.874857,16.655788,23.833405,22.356703,19.240374,21.818937,20.921461,24.98828,22.490711,16.971094,17.217323,18.74389,23.676218
S0456,26.068632,23.306751,23.905025,26.997627,24.69083,19.786098,22.822746,22.389011,20.033642,18.357773,19.486652,17.390688,18.337513,22.50398,23.948439,24.860321,24.474604,23.519363,21.39801,24.19044,20.799643,19.843817,19.188795,22.980623,19.59192,20.01426,19.315157,21.320782,19.64047,18.905191,19.712467,19.7087,18.718914,20.910173,18.502073,19.299747,19.14638,21.446491,20.990992,21.090393,20.605524,22.40261,21.348757,20.99982,13.459993,18.436743,18.573792,20.133469,21.107586,23.54523,19.753798,22.643847,21.391542,20.818693,18.653076,20.770037,17.273798,21.634146,22.254976,19.371101,20.37173,23.674334,20.662325,25.225666,23.589771,21.274462,23.491598,17.265438,18.988873,22.036621,19.427805,17.711117,21.331207,21.82144,19.114267,20.703856,19.983202,17.88117,23.473711,19.764238,18.747417,21.651194,19.678373,19.329636,21.430292,22.678646,18.426407,20.267748,17.235325,16.304955,19.667206,17.656866,15.330326,18.881598,21.056686,23.37474,18.980568,22.653263,22.058937,16.027517,17.145655,19.644405,17.625273,18.443802,21.73243,21.117374,21.012316,19.447613,21.321407,18.967813,20.540012,20.762028,17.475342,19.920372,16.050274,16.608196,17.520348,19.457481,20.91649,24.065733,17.734816,18.2711,19.216284,20.75268,19.507542,22.005602,22.104874,17.594395,18.704264,17.265259,16.22364,17.656866,21.364363,18.987505,20.53577,19.19914,19.441643,21.138042,20.913763,18.19852,17.43885,19.176592,19.852558,20.562183,18.707344,20.293774,17.476292,17.215706,22.940603,18.268158,22.086796,19.139904,21.609745,18.269773,17.096062,20.493036,20.25771,21.30319,21.9443,21.864122,18.658115,21.514612,17.994547,21.020481,18.987696,20.38427,20.173689,22.409796,18.282312,18.783905,22.356316,19.507126,22.124273,17.820713,19.884642,22.353924,18.891829,18.805174,21.13501,20.821707,20.686356,20.551102,22.939505,20.221552,19.71884,20.098642,16.781431,18.836845,19.74561,16.30365,15.295884,20.904408,19.980608,22.017895,19.107315,18.267462,16.666779,22.655344,20.694048,19.995735,20.312029,16.723026,18.19748,19.039223,18.013355,17.830818,22.975906,20.346807,22.737318,20.48528,18.737818,22.182505,19.20501,22.029615,20.226805,15.52353,22.514853,21.406107,19.937666,19.89319
S0457,18.5096,26.087463,23.318739,21.873243,22.173223,19.31555,18.692102,22.667461,21.66029,19.477962,23.376146,18.44953,17.240387,19.576384,20.079786,23.062428,22.180109,25.384312,20.091824,19.622484,20.2391,18.611315,19.062244,18.314903,20.803452,20.088993,17.779184,22.484371,18.827824,20.6524,18.898077,18.871326,20.88579,20.211145,18.851358,18.379295,18.899603,17.86211,20.459269,19.779892,20.231712,22.723862,18.973125,22.017803,21.29602,21.71188,19.99165,19.552921,17.45111,21.364885,21.175112,21.384047,18.82766,17.602135,19.533379,17.978697,21.034145,17.831509,18.33644,19.357569,19.99327,20.711243,19.55814,18.259594,20.906536,18.65122,23.505411,20.097832,19.99675,21.821253,20.212072,17.960344,16.432802,19.299517,17.876007,19.70147,18.380384,21.57409,21.68142,20.473366,25.969126,21.046515,17.037697,20.021914,19.789213,23.109152,18.234581,20.94793,21.033869,20.016273,19.374905,21.477413,18.5761,20.69078,19.514776,20.338112,18.13248,22.329304,18.576319,17.740839,17.077103,17.449692,21.128601,20.65689,19.758554,19.11808,20.082197,22.28779,22.71838,23.077179,20.49389,17.822977,19.497082,18.757502,23.291096,21.520267,17.446112,21.784618,22.609287,20.57181,19.222408,18.67474,23.314167,18.999016,19.884642,23.015089,22.224047,20.976688,19.2361,20.918638,15.147607,19.549173,21.205624,19.376467,18.726482,20.230875,20.841475,18.675592,21.389065,18.7806,18.5442,19.090923,21.816727,23.831768,14.0429735,21.164019,21.859232,22.642109,22.856682,19.877684,19.630987,17.6145,16.391085,20.215012,22.934643,23.385042,19.976294,21.363976,21.021254,19.912615,22.444561,19.009449,20.635769,22.000002,21.24799,14.632563,17.45629,20.138432,19.762304,18.96655,15.784072,18.522083,21.031713,17.08578,21.776297,16.00121,16.217438,20.423582,20.33348,22.556292,23.183619,22.17352,20.202524,21.433043,19.073757,22.021082,18.971956,18.759476,19.98996,21.038925,18.386726,21.293526,21.47207,23.65928,19.21592,16.138199,17.930676,24.966194,19.106163,20.601753,16.997183,18.280472,21.951752,22.30303,19.816612,16.553045,20.187372,19.803967,20.583239,23.016129,21.679049,16.79505,19.278748,22.473902,19.77713,22.191181,18.410337,16.760803,21.279955,21.648851
S0458,23.217968,19.12851,22.104242,24.573334,23.036848,15.219189,23.086903,22.796976,20.298115,22.35514,24.752281,22.225243,17.588642,20.499363,26.51324,21.915813,24.965647,26.35347,18.943493,22.182468,18.909903,16.095514,17.129402,20.556602,17.330017,23.223158,20.77808,18.58963,17.951653,17.003803,19.368046,17.185646,24.048075,21.656939,19.886526,16.656322,22.74646,20.151922,17.578585,20.252146,21.278988,19.360214,18.037292,21.579805,17.008512,18.894598,23.773104,21.26325,17.191133,19.744743,22.109459,23.512362,19.798693,21.450933,20.193735,19.17955,23.09171,20.477049,21.07307,20.324163,19.50821,19.676935,19.577389,16.201393,21.526043,21.15257,20.284605,17.708357,19.101166,18.068161,19.43098,18.809486,20.483997,20.52558,19.779413,19.842104,23.163492,19.445786,18.080042,19.280512,18.908482,22.820469,21.530987,20.814058,21.494638,18.016098,20.165068,17.85198,21.725021,22.204458,18.133713,18.757711,18.627014,25.24415,18.159365,23.002579,17.418509,18.384388,20.719742,20.105751,17.66322,24.988787,19.91193,19.94159,17.076216,21.884804,20.834833,20.355518,18.697018,18.833374,17.920448,18.828598,19.76242,21.23019,21.160282,19.323994,16.824238,18.26345,20.786411,20.79777,19.402555,19.853176,22.05005,19.198828,22.530304,20.274405,19.64696,22.205559,20.752228,19.818033,18.17514,21.066324,19.871847,21.479828,19.71982,15.880623,21.476847,20.86768,21.078888,17.672678,21.092226,17.781311,23.189783,21.880827,22.0374,20.420368,20.12397,21.579624,16.527191,19.55088,21.127216,18.748951,18.213173,19.329538,22.307264,15.990579,19.319073,19.84184,21.704035,22.448624,22.106064,21.622932,22.671268,22.351688,16.909151,22.088627,20.912857,19.303638,19.892183,18.071522,21.382877,20.46411,23.46756,22.132412,17.164383,18.817919,24.865046,18.28012,18.470215,20.142885,17.949194,21.54688,24.991179,21.373598,20.128916,20.279202,23.065992,22.038437,22.012302,19.867573,18.438133,19.317123,18.352213,18.920078,21.500795,15.530066,23.026426,20.369133,22.011133,15.98924,19.715103,20.873745,18.138325,18.749743,16.739454,21.193422,18.293335,17.344221,21.24438,18.474401,18.416483,20.226826,19.34936,20.004717,22.14268,17.157982,20.306374,19.596596,19.615633,21.50632
S0459,22.949724,21.959625,21.432419,24.6285,21.91545,19.576017,19.92081,23.111202,19.771294,21.883749,20.205011,19.557463,17.423355,24.123663,23.420794,25.60653,21.489597,20.152458,21.756756,23.872526,22.828388,15.533725,20.939556,23.884598,19.117754,20.694916,19.017576,13.379307,19.89903,15.743461,21.284966,19.460005,21.768925,22.090582,22.708624,19.552137,18.640842,21.657043,22.420073,19.788145,21.694864,23.094704,21.281342,18.362535,20.55954,20.210566,19.68965,20.479101,20.31092,21.950937,20.627642,21.513336,20.891256,17.882399,20.39989,18.064901,20.990114,21.233692,21.275887,19.740788,22.836647,17.837717,18.694859,17.811235,22.036444,15.8354025,22.10421,19.114895,20.067276,20.454498,19.63664,17.825583,20.751286,24.169563,19.8134,17.334473,18.454554,22.138496,21.197544,22.13451,20.968384,21.578287,21.059944,20.584213,19.801033,20.149626,21.479733,17.75259,20.646227,19.775597,17.913948,19.63071,22.352165,20.286774,18.794407,18.47127,16.592274,19.543306,22.204035,18.729002,20.816025,19.15426,17.816982,16.089783,22.9274,20.121752,18.334564,21.9157,15.633918,20.93231,21.27489,21.585855,20.091925,19.482647,20.037788,19.356594,20.204243,20.715473,17.941908,19.14043,19.902893,19.787579,18.476772,21.375782,21.106047,22.083593,20.970896,18.54551,21.655115,19.212313,21.847816,20.747395,22.537867,20.291046,20.110575,21.919786,21.451677,18.585485,21.717688,20.601347,20.2097,15.852739,22.843147,21.851692,16.975424,22.147106,17.59286,19.28022,20.779114,17.578587,23.036154,20.134075,18.89448,19.08166,17.810806,20.246006,22.231174,19.30944,18.032295,19.172417,21.789518,20.397978,20.450964,22.869854,20.295883,22.199177,19.122375,22.133076,18.563437,19.244707,21.496986,19.42878,19.762146,20.507767,19.688866,21.849869,21.552958,19.132109,19.970661,18.204044,19.673208,21.7818,20.498087,19.688917,21.416262,20.208036,18.66029,19.2653,20.85256,19.260895,15.196938,19.291004,20.811792,21.30064,21.847122,19.471506,22.605997,22.22293,21.426395,13.702458,17.714167,20.038307,22.404358,21.059813,16.409513,19.219055,22.153719,19.732141,19.958471,23.799124,21.913248,20.728933,20.265123,19.62765,18.985363,22.155117,22.251236,18.689829,20.895407,22.076159
S0460,23.864515,23.420033,24.509382,23.278639,20.519741,19.721266,20.40635,20.04449,24.409494,20.624212,22.734344,23.439276,18.962788,21.626574,24.39665,22.58921,21.495747,25.400309,23.432411,25.077267,18.22406,19.187265,20.880577,16.79803,17.624567,19.477467,17.695786,21.03153,19.663074,19.982344,18.21294,20.54467,19.730787,21.342415,23.14482,20.26093,19.270283,21.066362,21.97297,17.72401,21.178572,19.995924,19.28988,21.234491,21.345623,21.296919,20.083126,21.252691,18.475142,19.71276,22.263235,20.197065,17.825304,17.399021,23.67545,21.98063,20.06585,19.20484,19.603714,17.975973,16.592438,18.554892,16.620323,20.367523,18.119652,18.592655,17.901316,17.812773,17.02244,15.598256,20.512775,18.274563,20.252832,22.707527,20.618351,21.167433,21.793444,16.696184,21.770819,18.064539,17.85108,20.482767,18.471943,17.513416,20.91949,21.013012,16.291445,21.790234,25.894524,21.545303,20.615955,21.949057,21.65553,17.688902,18.134464,19.47369,18.028429,25.717709,19.94466,20.092098,19.665333,20.080614,19.25804,21.209572,20.61934,21.665854,22.035086,17.572441,23.10241,18.323645,15.950503,18.151546,17.906183,16.842459,22.66207,21.02061,19.826824,18.574093,18.274763,18.079578,21.562428,17.903992,20.70163,16.71459,22.634748,19.868126,21.96009,21.242956,20.482141,19.108023,21.937792,19.807325,21.629444,19.010176,21.301682,19.198824,22.351208,17.102467,16.33644,22.073519,20.96713,19.49789,21.442041,22.28813,19.022774,19.850954,18.045368,17.455875,23.104671,20.83964,18.870354,18.887291,18.467009,17.181684,17.316273,20.18862,19.150251,18.984127,21.690557,20.036757,22.335732,19.055685,19.480291,20.086523,20.71304,17.8459,19.340778,17.960138,18.919777,24.055956,21.353867,19.214201,23.0782,20.743586,18.92192,18.964275,20.453478,15.559941,19.54921,17.897638,23.804142,24.180073,21.82915,21.336699,24.199717,18.352394,18.474653,18.516449,20.52576,18.970762,20.47134,23.870457,18.148373,18.89787,22.237394,21.979008,19.390032,21.715506,21.182562,19.698,19.583101,17.346956,18.037685,23.182268,20.803314,20.294243,18.954472,17.55015,19.32698,17.974653,16.95951,22.926836,22.548008,21.091951,16.68706,20.884853,18.99866,17.291462,19.313015,19.922607
S0461,21.95325,19.186207,18.902283,24.037035,23.048197,17.134863,19.861729,21.122435,18.91867,23.611788,23.820885,23.414642,16.02775,22.826649,21.19071,23.302652,23.6142,22.670025,20.098274,21.32633,16.199078,19.904564,23.067871,19.904112,20.64106,19.420254,23.407305,19.541885,17.118374,20.649414,23.197868,20.922922,16.148159,18.89876,20.493597,20.479355,22.055765,16.718327,17.626087,21.825548,19.352919,17.241915,20.783953,17.910908,17.84252,20.524628,22.56221,22.815735,17.215496,23.862562,20.582792,18.88836,19.922462,19.644564,24.682428,20.083586,16.396645,24.087578,17.66606,23.808899,21.570818,21.096315,14.847111,20.501234,19.493963,21.712255,21.18494,20.80211,20.712915,19.106451,23.333874,18.53044,19.441954,19.313166,17.761885,20.149628,16.20156,19.647,18.408249,19.919676,22.713835,22.57129,14.405415,18.913904,19.849852,23.399256,16.08497,19.312836,19.477907,16.311794,20.234564,17.294762,19.539942,22.001316,18.575792,16.76558,19.275064,20.433268,15.225669,21.885551,23.61272,20.317831,19.195705,20.368378,25.36066,21.883198,19.735014,21.817646,20.536785,18.353617,18.25322,20.399555,19.403122,17.068052,22.55518,17.291157,19.903,16.084436,22.633263,20.648401,20.93418,20.908226,19.923916,19.239843,18.478964,22.3286,25.422682,18.018703,19.669619,17.986847,19.304338,21.915491,17.828594,19.49506,21.059736,19.73206,17.263933,16.658207,18.120342,20.674883,22.339111,18.755009,19.978868,18.793184,19.50393,18.654623,23.346493,19.016285,22.989582,16.60271,23.917107,18.667568,20.140802,22.24513,22.293272,20.160257,17.98519,18.683641,21.52557,19.895239,22.209179,20.688335,18.324736,17.464111,16.944054,17.937008,20.091356,17.111366,18.992516,24.069458,21.325514,22.17196,21.441189,18.248934,21.278593,18.39029,16.638033,18.341333,21.171827,24.979511,20.277254,21.76205,18.676315,19.007935,23.159843,23.183094,20.614462,19.782213,18.818512,23.96658,19.592758,20.267094,18.110598,17.791874,22.392162,21.225498,20.729967,16.890686,19.474089,20.174273,20.640808,20.280231,19.633497,22.855211,22.136164,23.209806,17.942999,21.182516,20.585089,19.045183,19.98905,22.553782,19.766075,17.394247,24.319027,18.029522,18.318651,24.010206,19.267546,20.591053
S0462,22.423805,22.999653,21.137657,21.743738,21.00456,16.137775,19.761547,23.707554,20.290955,18.456976,23.995857,19.342604,19.742765,25.435493,25.65231,22.003967,18.065557,26.018425,23.495144,19.81759,18.407524,18.65714,19.489422,21.104313,19.581955,21.780659,20.813944,20.083921,21.899902,20.11627,19.215519,21.161572,18.754042,18.80474,21.721981,16.881792,19.936796,17.039751,22.735125,19.150223,19.140396,20.36779,20.36662,22.378544,19.455162,18.82905,19.039995,20.43593,16.96479,23.50546,18.641535,20.655005,18.45339,21.946754,21.375883,18.499954,19.512533,23.061829,24.12855,19.765339,22.101606,22.579636,20.871864,20.612892,17.452612,19.592882,19.396297,17.022636,18.559622,21.794409,16.527658,15.455247,22.457893,21.27705,21.380968,18.846989,18.17834,20.039555,22.233192,20.442879,23.124382,15.940068,16.662167,21.356619,21.36463,21.17538,16.307835,19.406328,23.46718,23.383738,20.006779,23.800121,15.47812,21.780764,16.875301,20.222637,21.407406,19.684837,21.924156,24.607693,20.949215,18.317366,21.696053,18.393036,20.069643,21.412304,19.754791,16.917606,17.392305,19.750193,17.935036,22.529348,23.360361,21.785992,20.862707,23.209883,21.08968,21.162436,21.064056,19.75362,21.938555,20.996397,19.147139,18.030912,21.230053,18.378761,18.007214,20.950308,20.548893,21.15209,23.369703,18.485224,18.547335,19.992428,19.856123,20.454208,20.510374,19.13607,19.914217,21.928959,16.68725,18.100155,21.920464,15.938441,18.168476,18.778309,17.24691,18.753286,24.040985,19.329714,20.803282,19.219044,19.035025,19.574015,21.147188,23.382874,20.057812,20.33258,20.194134,19.41973,20.26969,20.080492,22.42277,18.41184,21.720118,18.9554,18.138573,18.644447,20.979862,18.657433,22.47233,21.992836,19.340956,17.37136,19.36285,20.002897,18.34798,18.542625,17.12124,19.817345,19.905752,21.382206,19.772285,19.06576,21.275068,18.944624,21.152294,24.157856,21.628832,20.770496,18.777985,20.543808,19.437384,23.129381,18.497612,19.964027,21.554869,18.36986,19.37491,19.70037,18.588703,20.428669,18.788301,20.696678,19.277533,19.532972,19.33992,20.679974,22.449589,20.832468,18.607878,19.87153,21.66934,22.059687,18.502144,21.777462,19.7847,18.039349,18.215187,21.256252
