record_id,source,ionizable_lipid,helper_lipid,peg_lipid,cell_line,cargo_type,CHL_mol_pct,HL_mol_pct,PEG_mol_pct,IL_mol_pct,size_nm,PDI,zeta_mV,encap_eff_pct,N_P_ratio,Frac_sp3C,MW_Da,logP,HBD,HBA,pKa,TPSA,RotBonds,AromaticRings,efficacy_binary,efficacy_class,transfection_prob
LNPDB_08427,Hassett2019,OF-02,DOPC,DMG-PEG2000,HUVEC,mRNA,34.57,6.04,2.54,56.85,83.3,0.371,-19.0,80.3,4.82,0.901,553.7,7.89,2,2,7.32,81.1,13,1,0,Low,0.326
LNPDB_08428,Kulkarni2021,DLin-MC3-DMA,DPPC,DMG-PEG2000,MCF7,siRNA,29.32,10.56,2.99,57.13,138.6,0.265,1.0,75.5,5.24,0.659,693.6,6.02,1,2,5.17,47.6,12,0,0,Very Low,0.0505
LNPDB_08429,Patel2017,DOTAP,DPPC,DMG-PEG2000,RAW264.7,siRNA,36.8,10.2,3.11,49.88,109.3,0.174,-12.2,85.2,9.07,0.816,661.3,7.45,2,7,6.36,69.5,11,1,1,Very High,0.9348
LNPDB_08430,Hassett2019,BAMEA-O16B,DOPC,DSPE-PEG2000,HUVEC,saRNA,35.4,12.9,2.44,49.25,62.4,0.317,10.5,78.1,7.13,0.856,576.4,10.07,0,6,7.37,39.1,5,2,1,High,0.5443
LNPDB_08431,BioNTech2021,C12-200,DPPC,DMG-PEG2000,NIH3T3,mRNA,39.53,12.57,1.87,46.03,174.0,0.137,-1.1,86.2,2.36,0.671,663.8,7.72,3,3,6.74,60.8,12,2,1,Very High,0.922
LNPDB_08432,Rosenblum2020,ALC-0315,DPPC,DSPE-PEG2000,A549,siRNA,36.18,11.65,2.66,49.51,105.7,0.159,-17.0,92.2,3.44,0.614,769.7,11.16,2,3,6.78,57.3,5,2,1,High,0.7472
LNPDB_08433,BioNTech2021,OF-02,DSPE,C14-PEG2000,A549,siRNA,44.45,11.18,1.94,42.43,90.4,0.05,-3.8,50.0,14.32,0.75,725.2,9.09,1,2,6.16,65.7,19,1,1,High,0.6839
LNPDB_08434,Maier2013,Lipid9,DPPC,C14-PEG2000,HepG2,pDNA,38.27,9.78,2.8,49.15,105.1,0.116,-4.4,76.8,7.66,0.873,665.8,7.2,1,4,6.12,67.4,11,1,1,Very High,0.9279
LNPDB_08435,Patel2017,L319,DPPC,DMG-PEG2000,HepG2,mRNA,40.9,11.83,2.37,44.9,80.6,0.151,-10.4,71.7,9.56,0.753,747.4,9.47,0,4,6.66,51.5,18,2,1,Very High,0.8559
LNPDB_08436,Miao2020,Lipid9,DOPC,DSPE-PEG2000,RAW264.7,siRNA,40.95,6.66,3.32,49.07,95.5,0.219,-2.1,89.2,11.54,0.807,634.2,6.82,0,5,6.79,68.9,7,2,0,Low,0.4985
LNPDB_08437,Kulkarni2021,L319,DSPC,C14-PEG2000,A549,siRNA,41.17,3.0,1.59,54.24,126.7,0.35,-6.8,93.9,4.06,0.687,610.7,6.06,1,6,7.2,69.8,6,1,0,Very Low,0.199
LNPDB_08438,Kauffman2015,ALC-0315,DPPC,DSPE-PEG2000,HeLa,siRNA,39.86,13.49,3.07,43.58,122.9,0.211,-2.5,67.5,5.37,0.75,558.4,9.04,0,7,5.9,54.9,17,0,1,High,0.6285
LNPDB_08439,Patel2017,A2-Iso5-2DC18,DOPE,C14-PEG2000,RAW264.7,mRNA,43.06,12.02,2.99,41.92,120.4,0.132,21.0,76.4,7.26,0.3,575.4,8.1,3,2,5.33,56.1,12,1,1,High,0.6693
LNPDB_08440,Maier2013,L319,DSPE,DSPE-PEG2000,RAW264.7,mRNA,35.23,9.62,2.31,52.85,83.5,0.4,9.4,71.8,7.02,0.682,650.8,9.45,2,6,6.12,60.1,6,1,0,Very Low,0.2428
LNPDB_08441,Dahlman2017,Lipid9,DSPC,C14-PEG2000,Huh7,siRNA,48.4,13.22,3.08,35.3,77.2,0.243,-6.9,89.8,6.9,0.621,567.3,9.65,0,3,7.14,73.9,14,0,0,Very Low,0.1021
LNPDB_08442,Fenton2016,DODAP,DOPC,DMG-PEG2000,Huh7,mRNA,38.58,7.81,2.84,50.78,112.3,0.292,-4.4,66.5,6.06,0.757,696.5,6.69,3,7,7.04,52.5,6,1,0,Low,0.435
LNPDB_08443,Moderna2021,DLin-MC3-DMA,DSPE,DMG-PEG2000,NIH3T3,saRNA,32.13,7.88,3.03,56.95,126.0,0.169,-8.2,79.6,5.75,0.54,717.6,9.71,2,6,6.07,92.2,12,1,0,Very Low,0.0895
LNPDB_08444,Maier2013,A2-Iso5-2DC18,DOPC,DSPE-PEG2000,A549,saRNA,41.13,7.47,2.98,48.42,80.3,0.385,-18.3,84.1,5.22,0.375,672.5,5.88,0,6,6.85,51.6,12,1,1,High,0.6089
LNPDB_08445,Moderna2021,ALC-0315,DSPE,C14-PEG2000,RAW264.7,mRNA,34.89,11.7,2.54,50.86,93.4,0.155,-10.5,75.1,14.02,0.827,620.2,11.65,2,5,6.34,93.6,11,2,1,Very High,0.8148
LNPDB_08446,Dahlman2017,DODAP,DOPC,C14-PEG2000,HUVEC,saRNA,43.99,5.25,2.02,48.73,112.5,0.4,-8.7,89.0,7.87,0.669,508.4,4.68,2,4,7.04,78.5,11,2,0,Very Low,0.1367
LNPDB_08447,Billingsley2020,OF-02,DOPE,C14-PEG2000,A549,pDNA,53.26,7.7,2.01,37.03,97.2,0.23,-2.0,85.1,4.85,0.903,525.2,7.27,1,2,6.87,62.1,6,2,0,Very Low,0.1968
LNPDB_08448,Rosenblum2020,DODAP,DPPC,C14-PEG2000,HeLa,mRNA,35.28,10.87,2.33,51.52,141.5,0.156,-8.4,74.6,10.95,0.567,575.8,9.81,3,4,5.6,58.1,17,1,1,Very High,0.7864
LNPDB_08449,Moderna2021,DODAP,DOPC,C14-PEG2000,NIH3T3,mRNA,41.99,6.39,3.17,48.44,67.5,0.267,-5.6,67.5,11.24,0.67,640.7,7.39,2,5,5.37,85.2,9,0,0,Very Low,0.1433
LNPDB_08450,Semple2010,Lipid9,DSPC,DMG-PEG2000,MCF7,mRNA,29.47,8.02,3.01,59.51,64.7,0.234,-9.0,91.3,12.82,0.756,639.6,7.82,0,7,6.49,41.9,14,0,0,Low,0.3002
LNPDB_08451,Sabnis2018,A2-Iso5-2DC18,DOPC,DMG-PEG2000,Huh7,pDNA,42.72,3.37,3.3,50.61,138.9,0.05,-8.6,87.6,8.49,0.707,697.4,7.8,1,4,6.09,35.3,9,1,1,High,0.5367
LNPDB_08452,Moderna2021,SM-102,DSPE,DSPE-PEG2000,HepG2,pDNA,34.69,11.82,3.39,50.11,120.3,0.05,-19.5,87.0,10.89,0.84,659.7,8.18,3,7,6.11,45.6,16,1,1,High,0.5665
LNPDB_08453,Patel2017,L319,DOPC,DMG-PEG2000,NIH3T3,siRNA,36.25,7.94,2.33,53.49,102.8,0.05,-6.6,78.0,4.69,0.53,552.4,4.42,0,4,7.11,77.9,13,0,1,High,0.7337
LNPDB_08454,Miao2020,ALC-0315,DOPC,DMG-PEG2000,HeLa,pDNA,33.39,6.7,4.07,55.84,90.5,0.4,-4.5,79.6,8.29,0.486,702.6,7.7,3,3,7.3,44.3,17,0,0,Very Low,0.0298
LNPDB_08455,Jayaraman2012,OF-02,DOPE,DSPE-PEG2000,NIH3T3,mRNA,44.39,6.11,2.42,47.08,115.2,0.22,-6.1,79.5,7.2,0.498,614.7,8.23,1,4,5.54,70.0,14,2,0,Low,0.436
LNPDB_08456,Sabnis2018,OF-02,DOPC,DSPE-PEG2000,HeLa,siRNA,46.04,8.75,2.1,43.11,105.8,0.062,-12.4,98.6,4.98,0.599,589.4,7.97,1,5,6.51,88.6,19,1,0,Low,0.473
LNPDB_08457,Sabnis2018,FTT5,DSPC,DSPE-PEG2000,HepG2,mRNA,40.14,5.26,2.77,51.83,109.4,0.05,5.6,81.8,11.25,0.313,731.4,6.66,3,4,6.56,56.3,5,0,1,Very High,0.8124
LNPDB_08458,Moderna2021,MC3,DOPE,DMG-PEG2000,NIH3T3,mRNA,34.81,15.83,2.89,46.47,98.0,0.4,-8.6,73.0,6.24,0.63,696.9,7.02,1,7,6.36,41.3,13,2,0,Very Low,0.1581
LNPDB_08459,Hassett2019,L319,DOPE,C14-PEG2000,MCF7,saRNA,49.54,3.0,1.91,45.56,117.4,0.066,-0.6,54.2,8.36,0.597,719.3,9.24,3,6,6.85,73.2,13,2,0,Very Low,0.0542
LNPDB_08460,Fenton2016,SM-102,DOPC,C14-PEG2000,HeLa,siRNA,35.5,8.65,2.37,53.48,131.7,0.05,-0.7,55.3,11.76,0.935,657.7,9.2,0,5,7.25,70.0,12,0,1,High,0.6325
LNPDB_08461,Jayaraman2012,BAMEA-O16B,DPPC,C14-PEG2000,Huh7,pDNA,27.17,10.37,2.15,60.31,131.2,0.076,-2.2,85.9,6.4,0.723,569.8,6.56,1,5,6.7,61.3,12,0,1,High,0.5504
LNPDB_08462,Semple2010,DOTAP,DOPE,C14-PEG2000,MCF7,mRNA,42.75,7.67,2.61,46.96,114.7,0.082,-6.3,97.2,6.1,0.717,758.7,10.24,1,3,6.87,76.0,17,0,1,Very High,0.8212
LNPDB_08463,Dahlman2017,Lipid5,DOPE,DSPE-PEG2000,Huh7,siRNA,33.37,10.64,3.14,52.86,99.9,0.138,-10.9,97.1,4.82,0.3,636.2,6.12,1,7,6.62,41.0,14,1,0,Low,0.4324
LNPDB_08464,Maier2013,OF-02,DOPC,DMG-PEG2000,MCF7,saRNA,45.93,7.6,2.29,44.18,114.3,0.4,-5.6,89.3,6.3,0.659,585.6,9.31,2,7,5.47,32.9,6,0,0,Very Low,0.0919
LNPDB_08465,BioNTech2021,Lipid5,DOPE,DMG-PEG2000,A549,siRNA,37.71,14.59,2.96,44.74,143.1,0.193,-0.3,93.9,3.42,0.622,620.7,9.51,3,5,6.67,60.3,9,2,0,Low,0.4762
LNPDB_08466,Rosenblum2020,cKK-E12,DSPE,DSPE-PEG2000,HUVEC,siRNA,43.62,6.64,1.39,48.35,95.5,0.295,2.5,55.9,9.97,0.84,666.7,10.66,0,4,7.12,58.1,19,1,0,Low,0.4093
LNPDB_08467,Moderna2021,Lipid9,DPPC,DMG-PEG2000,HepG2,siRNA,48.41,3.0,3.21,45.38,92.2,0.072,-3.1,86.2,7.65,0.762,666.5,6.7,3,7,4.5,69.3,11,2,0,Very Low,0.0369
LNPDB_08468,Moderna2021,OF-02,DOPC,C14-PEG2000,MCF7,mRNA,32.75,6.1,2.14,59.01,116.0,0.311,-10.6,89.0,8.88,0.441,577.4,7.99,2,5,5.1,86.7,14,0,0,Very Low,0.057
LNPDB_08469,Sabnis2018,BAMEA-O16B,DSPE,DMG-PEG2000,Huh7,mRNA,36.6,11.16,2.12,50.11,124.8,0.4,3.1,89.5,5.3,0.723,573.3,7.07,2,7,5.99,37.7,16,0,0,Low,0.2949
LNPDB_08470,Maier2013,SM-102,DOPC,DMG-PEG2000,HeLa,siRNA,39.55,9.65,2.82,47.99,97.0,0.079,2.9,84.8,5.03,0.555,606.5,6.98,3,6,7.47,50.4,5,2,1,Very High,0.9546
LNPDB_08471,Dahlman2017,Lipid5,DSPE,DMG-PEG2000,HUVEC,mRNA,49.23,12.26,2.86,35.66,114.5,0.326,4.9,99.3,5.74,0.579,686.4,8.92,3,4,4.5,53.2,10,2,0,Low,0.2723
LNPDB_08472,Moderna2021,L319,DPPC,C14-PEG2000,MCF7,saRNA,36.05,11.51,2.41,50.03,77.7,0.166,-4.2,50.0,4.38,0.67,582.4,8.46,3,3,6.33,66.4,7,1,1,High,0.7171
LNPDB_08473,Rosenblum2020,MC3,DPPC,DMG-PEG2000,HUVEC,siRNA,36.43,8.09,1.79,53.69,99.7,0.3,4.1,88.9,5.28,0.677,731.1,9.04,0,4,7.74,77.8,15,1,1,High,0.5134
LNPDB_08474,Dahlman2017,MC3,DSPC,C14-PEG2000,HUVEC,siRNA,42.87,8.53,2.12,46.48,159.3,0.319,-5.3,77.7,2.66,0.3,626.8,9.7,0,3,6.78,62.1,13,1,0,Low,0.2838
LNPDB_08475,Fenton2016,DODAP,DOPE,DMG-PEG2000,RAW264.7,mRNA,36.54,8.84,2.58,52.04,120.0,0.173,11.0,86.3,5.66,0.712,649.9,6.91,3,2,6.46,34.4,16,1,1,High,0.7034
LNPDB_08476,Sabnis2018,MC3,DPPC,DMG-PEG2000,A549,pDNA,40.92,15.65,2.89,40.54,82.4,0.149,-5.3,72.3,3.29,0.436,674.9,8.43,1,7,5.45,64.2,6,1,0,Very Low,0.1337
LNPDB_08477,Kauffman2015,SM-102,DSPC,DSPE-PEG2000,Huh7,mRNA,30.69,12.07,1.84,55.4,85.7,0.085,8.2,94.1,10.57,0.599,561.5,7.66,0,6,5.39,63.8,12,2,1,High,0.518
LNPDB_08478,Semple2010,C12-200,DOPC,DSPE-PEG2000,HUVEC,mRNA,52.79,15.53,1.97,29.72,68.9,0.242,-5.2,82.4,8.77,0.746,617.7,7.61,2,3,6.72,84.9,11,2,0,Very Low,0.047
LNPDB_08479,BioNTech2021,OF-02,DSPE,C14-PEG2000,HeLa,pDNA,31.91,12.52,2.71,52.85,162.8,0.061,-9.7,91.4,4.55,0.556,741.2,7.8,0,2,6.38,46.8,7,0,1,High,0.6218
LNPDB_08480,Miao2020,Lipid5,DOPC,DMG-PEG2000,NIH3T3,pDNA,38.07,9.81,2.43,49.69,74.2,0.121,-4.9,86.2,2.85,0.64,704.9,9.98,3,7,7.84,98.4,11,0,1,High,0.6202
LNPDB_08481,Miao2020,Lipid9,DPPC,DSPE-PEG2000,HepG2,siRNA,39.81,6.94,2.62,50.64,50.0,0.22,-3.5,69.5,5.62,0.687,687.2,9.26,0,5,6.13,41.9,18,2,1,High,0.638
LNPDB_08482,BioNTech2021,Lipid9,DSPC,DSPE-PEG2000,HeLa,mRNA,51.48,10.6,0.5,37.42,65.6,0.224,-5.5,70.9,6.91,0.676,774.2,7.57,0,4,7.69,73.1,13,2,0,Very Low,0.1589
LNPDB_08483,Maier2013,ALC-0315,DOPC,C14-PEG2000,RAW264.7,mRNA,32.05,9.82,2.26,55.87,101.6,0.303,-6.8,81.6,2.74,0.753,819.2,9.22,3,7,6.48,57.3,10,0,0,Low,0.2849
LNPDB_08484,Fenton2016,Lipid5,DOPE,DSPE-PEG2000,HUVEC,pDNA,51.9,9.72,3.18,35.2,80.6,0.05,-4.0,92.9,3.38,0.733,744.8,10.24,2,6,7.1,37.5,10,1,0,Low,0.3966
LNPDB_08485,Maier2013,SM-102,DOPE,DMG-PEG2000,HUVEC,pDNA,44.54,9.37,2.01,44.08,104.0,0.226,-14.4,82.3,3.86,0.614,554.7,7.17,1,5,6.01,70.0,13,0,1,High,0.6975
LNPDB_08486,Rosenblum2020,DODAP,DOPC,DSPE-PEG2000,RAW264.7,mRNA,42.5,3.84,2.89,50.77,110.8,0.222,2.5,62.1,5.54,0.789,526.2,8.85,3,7,8.14,73.9,9,1,0,Very Low,0.1001
LNPDB_08487,Semple2010,Lipid9,DOPC,DMG-PEG2000,Huh7,mRNA,34.09,13.78,1.53,50.59,82.9,0.216,-21.5,87.3,8.21,0.559,778.3,9.08,3,4,7.06,20.0,16,2,0,Low,0.3863
LNPDB_08488,Miao2020,FTT5,DPPC,DMG-PEG2000,HepG2,siRNA,43.43,9.85,1.25,45.47,75.9,0.05,-5.4,73.7,6.28,0.666,640.1,6.94,3,2,5.52,45.2,5,1,1,High,0.6227
LNPDB_08489,Sabnis2018,ALC-0315,DPPC,C14-PEG2000,RAW264.7,mRNA,35.66,5.76,2.83,55.75,131.4,0.4,11.1,88.1,7.53,0.653,535.6,7.6,2,5,7.19,46.0,6,0,0,Very Low,0.1455
LNPDB_08490,Kulkarni2021,A2-Iso5-2DC18,DSPC,DSPE-PEG2000,HUVEC,mRNA,47.6,11.45,2.46,38.5,109.4,0.364,-3.6,81.4,11.39,0.737,740.2,8.14,1,7,7.29,71.2,5,1,0,Very Low,0.137
LNPDB_08491,Kulkarni2021,SM-102,DSPC,DSPE-PEG2000,NIH3T3,mRNA,34.17,7.43,2.23,56.16,50.0,0.05,-4.7,80.7,3.19,0.886,571.0,7.79,3,4,7.08,75.0,9,1,0,Very Low,0.2271
LNPDB_08492,Semple2010,BAMEA-O16B,DSPC,DMG-PEG2000,RAW264.7,pDNA,39.32,11.69,3.18,45.82,63.1,0.4,-16.7,83.9,5.82,0.769,682.4,9.06,0,3,7.61,33.1,9,1,0,Low,0.2672
LNPDB_08493,Hassett2019,OF-02,DSPC,C14-PEG2000,HeLa,siRNA,36.67,12.64,2.25,48.44,58.4,0.332,2.3,80.8,5.69,0.585,585.4,6.65,3,4,5.92,62.7,14,1,1,High,0.5565
LNPDB_08494,Fenton2016,cKK-E12,DOPC,C14-PEG2000,Huh7,siRNA,34.07,13.06,1.99,50.87,95.3,0.134,-2.4,82.3,11.08,0.684,636.5,10.19,3,2,5.51,22.7,14,1,0,Low,0.4945
LNPDB_08495,Moderna2021,Lipid5,DOPC,DSPE-PEG2000,NIH3T3,mRNA,44.45,9.52,1.91,44.13,106.3,0.113,-6.9,75.5,7.5,0.609,609.8,6.39,3,7,6.93,78.0,5,2,1,High,0.6409
LNPDB_08496,Billingsley2020,DODAP,DOPE,DSPE-PEG2000,A549,pDNA,43.21,8.76,1.74,46.29,95.0,0.123,-20.3,62.5,5.24,0.3,621.0,9.65,2,6,7.28,74.7,8,2,1,Very High,0.8394
LNPDB_08497,Moderna2021,L319,DSPE,DMG-PEG2000,A549,mRNA,47.25,8.12,2.87,41.75,82.8,0.23,-2.4,69.4,4.62,0.512,612.9,10.05,3,2,6.95,53.2,19,2,0,Very Low,0.2315
LNPDB_08498,Rosenblum2020,C12-200,DOPC,DSPE-PEG2000,MCF7,mRNA,29.5,7.88,2.26,60.36,135.9,0.15,-4.5,73.7,9.22,0.668,582.8,8.29,0,4,5.44,74.6,6,0,0,Very Low,0.107
LNPDB_08499,Fenton2016,ALC-0315,DSPC,C14-PEG2000,HeLa,siRNA,46.39,9.95,3.41,40.25,110.1,0.4,2.6,82.6,6.53,0.769,606.2,8.07,1,2,6.46,64.8,10,1,1,High,0.6545
LNPDB_08500,Fenton2016,DLin-MC3-DMA,DSPE,C14-PEG2000,RAW264.7,siRNA,55.0,9.37,0.5,35.13,76.1,0.137,7.5,90.4,7.24,0.474,706.5,6.63,1,3,7.49,60.5,18,2,0,Low,0.2556
LNPDB_08501,Semple2010,SM-102,DSPC,DMG-PEG2000,NIH3T3,mRNA,37.29,7.52,3.24,51.95,77.6,0.073,-0.1,68.9,17.77,0.917,687.5,7.99,2,6,5.85,72.1,18,0,1,High,0.5325
LNPDB_08502,Maier2013,DODAP,DSPE,DSPE-PEG2000,HepG2,siRNA,51.37,6.57,2.79,39.27,79.6,0.128,-23.2,90.9,7.39,0.605,507.2,8.5,2,3,7.26,68.1,7,1,0,Low,0.4667
LNPDB_08503,BioNTech2021,C12-200,DSPC,DMG-PEG2000,MCF7,mRNA,38.42,9.67,2.43,49.48,90.1,0.114,1.7,78.8,8.0,0.395,588.7,8.34,2,6,6.41,54.5,8,0,1,Very High,0.8455
LNPDB_08504,Moderna2021,MC3,DPPC,DMG-PEG2000,HepG2,siRNA,31.77,8.7,1.47,58.07,101.1,0.05,-5.1,93.9,7.72,0.647,543.7,8.72,1,5,8.08,60.7,11,0,1,High,0.6559
LNPDB_08505,Patel2017,A2-Iso5-2DC18,DPPC,DMG-PEG2000,A549,mRNA,38.17,6.58,1.17,54.09,113.2,0.05,-15.6,84.3,10.86,0.656,662.5,6.96,1,5,6.82,48.2,11,0,1,Very High,0.7609
LNPDB_08506,Jayaraman2012,ALC-0315,DPPC,C14-PEG2000,HepG2,pDNA,46.29,12.49,3.1,38.12,78.1,0.146,5.8,62.4,5.49,0.489,715.8,7.59,0,7,7.28,67.2,13,2,0,Low,0.4575
LNPDB_08507,Rosenblum2020,ALC-0315,DSPC,C14-PEG2000,RAW264.7,mRNA,34.97,15.32,2.69,47.02,66.6,0.262,-4.6,68.2,7.55,0.791,536.4,8.29,0,3,7.87,51.6,12,1,0,Very Low,0.157
LNPDB_08508,Kauffman2015,FTT5,DOPE,C14-PEG2000,RAW264.7,siRNA,36.4,12.89,2.68,48.04,112.5,0.383,-8.0,83.4,6.44,0.324,565.4,9.87,1,4,5.12,73.0,13,1,0,Low,0.4384
LNPDB_08509,Moderna2021,MC3,DOPC,C14-PEG2000,Huh7,mRNA,43.56,7.84,2.42,46.18,128.2,0.204,-6.8,67.9,8.12,0.79,638.8,9.15,1,4,5.99,58.2,9,0,1,High,0.6886
LNPDB_08510,Fenton2016,DLin-MC3-DMA,DOPE,DMG-PEG2000,Huh7,mRNA,40.02,9.85,3.18,46.95,167.0,0.153,-13.6,92.4,5.13,0.3,527.5,8.63,3,7,7.37,83.8,6,0,0,Low,0.4683
LNPDB_08511,Kulkarni2021,FTT5,DOPC,DMG-PEG2000,A549,mRNA,43.51,14.62,2.03,39.84,112.9,0.06,-22.6,91.6,7.16,0.619,750.0,5.4,3,4,6.45,75.7,15,1,1,Very High,0.8397
LNPDB_08512,Dahlman2017,A2-Iso5-2DC18,DSPE,DMG-PEG2000,MCF7,siRNA,41.43,6.48,2.23,49.86,80.3,0.246,-8.3,87.6,4.51,0.665,689.0,9.4,2,4,7.13,72.7,15,0,0,Low,0.294
LNPDB_08513,Dahlman2017,OF-02,DSPE,DMG-PEG2000,Huh7,pDNA,42.88,12.35,2.36,42.42,120.1,0.05,1.6,76.6,7.95,0.705,736.8,8.33,0,6,6.87,56.2,18,2,1,Very High,0.8476
LNPDB_08514,Semple2010,L319,DPPC,DMG-PEG2000,NIH3T3,saRNA,37.41,5.66,2.33,54.61,95.6,0.185,5.1,86.1,8.48,0.695,645.4,7.29,0,7,5.6,69.4,6,1,1,High,0.5493
LNPDB_08515,Kulkarni2021,Lipid5,DPPC,DSPE-PEG2000,NIH3T3,siRNA,41.39,15.05,3.57,39.99,66.8,0.155,-3.8,89.9,5.1,0.58,682.0,5.33,2,4,5.56,44.4,17,0,0,Very Low,0.2081
LNPDB_08516,Patel2017,OF-02,DOPE,DSPE-PEG2000,HUVEC,mRNA,34.44,8.71,1.5,55.36,98.6,0.193,-4.6,99.1,5.2,0.757,712.0,10.54,1,7,5.43,67.0,9,2,0,Low,0.4424
LNPDB_08517,BioNTech2021,DODAP,DSPE,C14-PEG2000,Huh7,pDNA,47.73,16.69,0.94,34.65,108.8,0.108,-15.1,97.5,9.6,0.818,608.7,6.03,2,7,7.1,54.9,15,1,0,Very Low,0.2127
LNPDB_08518,Kulkarni2021,DOTAP,DSPE,C14-PEG2000,RAW264.7,mRNA,36.19,15.18,1.34,47.28,153.7,0.05,-3.3,82.0,4.76,0.592,603.4,6.45,2,6,6.1,92.4,12,1,0,Low,0.4191
LNPDB_08519,Maier2013,L319,DOPC,C14-PEG2000,NIH3T3,mRNA,46.77,9.68,3.05,40.5,102.2,0.173,-7.9,80.0,4.02,0.51,648.4,8.88,2,3,6.9,73.0,11,1,0,Low,0.4835
LNPDB_08520,Dahlman2017,OF-02,DPPC,C14-PEG2000,A549,siRNA,38.6,7.84,2.42,51.14,78.3,0.11,-14.5,77.8,5.48,0.837,633.9,6.83,2,5,5.89,76.2,11,2,0,Low,0.4939
LNPDB_08521,Fenton2016,ALC-0315,DSPE,C14-PEG2000,A549,mRNA,41.21,10.58,1.22,46.98,56.8,0.143,1.3,89.8,5.85,0.532,748.3,10.15,3,3,6.58,70.1,7,2,1,High,0.67
LNPDB_08522,Billingsley2020,Lipid5,DSPE,C14-PEG2000,A549,pDNA,37.03,9.46,2.58,50.93,69.2,0.279,-17.5,63.0,5.39,0.743,641.7,6.92,3,3,6.03,74.9,19,1,0,Low,0.3646
LNPDB_08523,Dahlman2017,DOTAP,DPPC,DMG-PEG2000,RAW264.7,saRNA,33.9,8.8,2.24,55.06,74.7,0.29,-1.1,83.4,4.24,0.705,681.1,8.3,3,3,6.21,49.9,18,2,1,High,0.6286
LNPDB_08524,Miao2020,BAMEA-O16B,DOPE,DSPE-PEG2000,MCF7,mRNA,30.29,5.15,3.02,61.54,164.9,0.09,4.4,92.2,3.87,0.356,506.8,7.8,1,5,6.75,77.8,14,1,0,Very Low,0.2087
LNPDB_08525,Dahlman2017,ALC-0315,DSPC,DSPE-PEG2000,A549,saRNA,33.67,8.46,3.14,54.74,94.4,0.106,-13.3,83.7,6.38,0.465,715.7,6.69,1,3,6.13,90.4,15,0,0,Very Low,0.2231
LNPDB_08526,Sabnis2018,SM-102,DSPC,C14-PEG2000,MCF7,mRNA,38.06,6.67,4.51,50.76,97.3,0.183,-10.0,84.3,10.0,0.482,663.7,8.25,3,5,6.24,49.2,19,1,0,Low,0.4275
LNPDB_08527,Dahlman2017,DODAP,DOPE,DSPE-PEG2000,A549,mRNA,41.27,11.65,1.55,45.52,139.1,0.069,-1.2,83.2,2.96,0.58,620.6,7.01,3,7,6.06,47.8,14,1,1,Very High,0.8815
LNPDB_08528,Jayaraman2012,C12-200,DSPE,DMG-PEG2000,HepG2,siRNA,46.06,12.97,1.01,39.95,119.8,0.274,-10.6,54.5,4.23,0.625,658.0,8.42,3,6,6.53,92.5,9,2,0,Very Low,0.2158
LNPDB_08529,Billingsley2020,BAMEA-O16B,DSPC,C14-PEG2000,HUVEC,mRNA,37.33,12.22,2.97,47.48,92.4,0.086,0.6,93.8,5.38,0.635,583.1,7.07,3,6,6.6,30.4,12,1,1,Very High,0.7951
LNPDB_08530,Patel2017,DLin-MC3-DMA,DSPC,C14-PEG2000,Huh7,mRNA,34.71,11.03,3.29,50.98,141.0,0.4,1.0,90.5,6.8,0.83,552.4,8.18,3,4,7.19,63.3,14,1,0,Low,0.2566
LNPDB_08531,Maier2013,Lipid9,DSPE,DMG-PEG2000,NIH3T3,mRNA,31.34,7.44,1.48,59.74,81.4,0.277,-8.5,82.2,5.75,0.574,528.1,10.33,2,3,6.03,49.0,9,0,0,Very Low,0.0661
LNPDB_08532,Semple2010,Lipid9,DSPC,DSPE-PEG2000,HeLa,mRNA,42.88,10.62,1.48,45.02,108.9,0.216,2.2,85.8,5.26,0.711,770.3,9.54,2,2,7.53,93.1,16,1,1,Very High,0.8397
LNPDB_08533,Dahlman2017,A2-Iso5-2DC18,DPPC,DMG-PEG2000,HeLa,mRNA,48.3,12.38,2.78,36.55,68.6,0.05,-1.4,86.5,4.63,0.496,778.4,9.53,1,3,6.52,64.1,13,1,1,High,0.5458
LNPDB_08534,Sabnis2018,MC3,DPPC,C14-PEG2000,NIH3T3,pDNA,47.6,8.24,3.87,40.29,108.1,0.384,-10.3,81.0,2.87,0.3,696.5,8.14,3,7,7.53,39.4,11,1,0,Very Low,0.0072
LNPDB_08535,Patel2017,DODAP,DOPE,C14-PEG2000,HepG2,mRNA,44.26,10.36,1.8,43.58,135.7,0.308,1.1,81.6,2.97,0.607,829.0,4.0,2,2,5.58,73.7,5,1,0,Low,0.2935
LNPDB_08536,Jayaraman2012,Lipid9,DOPE,DMG-PEG2000,NIH3T3,saRNA,43.83,9.56,2.57,44.04,129.9,0.156,-5.1,91.8,3.56,0.681,792.0,9.24,3,7,6.55,26.9,14,1,1,Very High,0.7596
LNPDB_08537,Jayaraman2012,DODAP,DSPE,DMG-PEG2000,RAW264.7,siRNA,50.19,14.99,0.98,33.85,131.1,0.102,-0.7,97.1,8.77,0.612,662.1,8.48,0,7,5.68,62.0,5,1,0,Very Low,0.1514
LNPDB_08538,Semple2010,ALC-0315,DPPC,DMG-PEG2000,NIH3T3,mRNA,41.99,12.55,2.34,43.11,237.8,0.09,-8.5,66.2,9.65,0.321,776.8,7.03,2,7,6.81,65.5,19,0,0,Very Low,0.2056
