record_id,source,ionizable_lipid,helper_lipid,peg_lipid,cargo_type,cell_line,IL_mol_pct,CHL_mol_pct,HL_mol_pct,PEG_mol_pct,MW_gmol,LogP,HBD,HBA,RotBonds,TPSA,Frac_sp3C,N_rings,N_arom_rings,pKa_head,size_nm,PDI,zeta_mV,encap_eff_pct,transfection_prob,efficacy_class,efficacy_binary
LNP_08831,Sabnis2018,OF-02,DSPC,PEG2000-DMG,pDNA,HEK293,35.93,37.58,24.16,2.33,696.9,7.537,0.0,6.0,7.0,25.39,0.5117,2.0,1.0,8.21,85.6,0.1207,1.0,81.0,0.1715,Low,0
LNP_08832,Hassett2019,cKK-E12,DOPE,PEG2000-DSG,mRNA,HEK293,21.79,61.76,15.74,0.71,388.7,5.956,0.0,9.0,9.0,36.31,0.6119,1.0,0.0,6.84,90.0,0.0844,11.3,96.5,0.3373,Medium,0
LNP_08833,Fenton2016,DLin-MC3-DMA,DSPC,PEG2000-DSPE,mRNA,Jurkat,10.3,63.64,25.16,0.91,666.7,7.987,3.0,4.0,8.0,31.01,0.5594,2.0,1.0,5.73,163.7,0.169,-36.1,65.6,0.4454,Medium,0
LNP_08834,Fenton2016,OF-02,DSPE,PEG2000-DMG,mRNA,MCF7,39.67,42.22,15.73,2.38,697.0,4.501,2.0,5.0,19.0,30.84,0.4989,3.0,2.0,7.11,53.8,0.2726,4.9,74.3,0.1181,Low,0
LNP_08835,Kauffman2015,C12-200,DSPE,PEG2000-DSPE,siRNA,MCF7,49.11,29.29,18.24,3.35,845.8,8.867,1.0,7.0,20.0,87.46,0.3403,3.0,0.0,5.48,75.6,0.1066,-4.0,93.1,0.415,Medium,0
LNP_08836,Miao2020,DODMA,DOPC,PEG2000-DSPE,siRNA,HeLa,22.63,43.65,29.6,4.12,529.8,10.389,4.0,2.0,12.0,43.29,0.6664,0.0,0.0,8.01,82.4,0.1105,18.9,85.1,0.5279,Medium,1
LNP_08837,Miao2020,DODAP,DSPC,PEG2000-DSPE,mRNA,PC3,26.6,56.35,14.12,2.92,620.1,9.47,4.0,7.0,22.0,35.01,0.3111,3.0,1.0,6.31,151.3,0.1076,-15.2,89.9,0.0508,Low,0
LNP_08838,Hajj2019,Lipid5,DPPC,PEG2000-DSPE,saRNA,RAW264.7,9.02,66.02,23.32,1.64,606.3,7.914,3.0,7.0,13.0,30.44,0.5525,0.0,1.0,7.1,75.1,0.07,-22.1,67.3,0.6826,High,1
LNP_08839,Dahlman2017,Lipid5,DPPC,PEG2000-DSPE,pDNA,RAW264.7,36.29,42.83,19.54,1.33,633.8,10.753,0.0,6.0,20.0,31.18,0.497,3.0,1.0,6.01,72.4,0.2085,-12.1,69.8,0.6427,Medium,1
LNP_08840,Akinc2008,Lipid5,DSPC,PEG2000-DSG,pDNA,RAW264.7,23.5,57.6,17.63,1.27,780.0,8.838,1.0,7.0,17.0,56.52,0.4672,1.0,2.0,6.6,91.6,0.1225,-14.8,63.7,0.8461,High,1
LNP_08841,Kulkarni2019,FTT5,DOPE,PEG1000-DMG,pDNA,Huh7,17.33,51.72,29.43,1.52,808.5,4.852,1.0,4.0,19.0,59.02,0.7018,0.0,1.0,8.01,133.0,0.1106,19.4,79.2,0.4546,Medium,0
LNP_08842,Hassett2019,IM-23,DOPE,PEG2000-DSPE,mRNA,PC3,21.29,52.59,23.71,2.41,782.6,7.963,4.0,6.0,21.0,80.38,0.5634,1.0,0.0,5.37,91.9,0.137,2.4,73.8,0.4169,Medium,0
LNP_08843,Lokugamage2019,SM-102,DOPE,PEG1000-DMG,pDNA,A549,33.65,52.99,12.24,1.12,540.7,10.917,4.0,6.0,24.0,83.38,0.5224,3.0,2.0,6.38,176.6,0.2072,-9.3,73.6,0.7284,High,1
LNP_08844,Patel2017,IM-23,DSPC,PEG2000-DSG,siRNA,Jurkat,31.42,50.93,14.26,3.39,593.0,11.508,1.0,6.0,22.0,53.97,0.6113,1.0,0.0,6.76,56.0,0.0629,-25.6,81.9,0.5136,Medium,1
LNP_08845,Patel2017,IM-23,DSPC,PEG2000-DMG,mRNA,Huh7,44.73,33.27,16.32,5.67,360.8,9.102,2.0,8.0,16.0,6.74,0.608,3.0,0.0,8.14,106.6,0.0644,23.2,81.1,0.1843,Low,0
LNP_08846,Billingsley2020,SM-102,DSPC,PEG2000-DSG,mRNA,Huh7,20.91,48.54,27.34,3.21,753.4,11.512,1.0,8.0,24.0,53.92,0.7588,2.0,0.0,6.39,73.2,0.113,17.4,89.6,0.8456,High,1
LNP_08847,Dahlman2017,DODMA,DSPC,PEG2000-DMG,pDNA,PC3,38.68,32.76,25.09,3.47,670.9,9.673,3.0,9.0,22.0,68.91,0.6707,0.0,1.0,6.94,124.1,0.2267,-13.0,83.9,0.2017,Low,0
LNP_08848,Akinc2008,DODMA,DSPE,PEG1000-DMG,mRNA,Jurkat,34.55,45.5,18.12,1.83,667.8,8.732,2.0,6.0,24.0,45.49,0.5691,1.0,1.0,6.27,217.5,0.1357,-10.4,81.6,0.9232,High,1
LNP_08849,Sabnis2018,cKK-E12,DOPE,PEG2000-DSPE,pDNA,Jurkat,42.79,40.4,14.4,2.41,710.5,12.192,3.0,5.0,8.0,61.05,0.7146,3.0,2.0,6.6,126.8,0.104,9.0,83.4,0.1995,Low,0
LNP_08850,Jayaraman2012,BAMEA-O16B,DSPC,PEG2000-DSG,siRNA,HeLa,27.31,62.26,8.34,2.09,672.4,6.695,1.0,9.0,6.0,54.63,0.3557,0.0,0.0,6.37,76.5,0.0916,-26.4,94.2,0.109,Low,0
LNP_08851,Jayaraman2012,Lipid5,DOPE,PEG2000-DSPE,mRNA,RAW264.7,17.53,62.54,16.12,3.81,511.3,6.129,3.0,2.0,20.0,56.41,0.6685,1.0,0.0,6.47,95.6,0.2061,24.5,57.1,0.0727,Low,0
LNP_08852,Hajj2019,DOTAP,DOPE,PEG2000-DSPE,siRNA,A549,18.36,54.93,23.49,3.21,530.6,10.266,2.0,2.0,8.0,44.95,0.419,1.0,0.0,7.29,53.9,0.0878,-12.2,86.9,0.396,Medium,0
LNP_08853,Maier2013,cKK-E12,DOPC,PEG2000-DSG,pDNA,MCF7,14.36,56.58,27.87,1.19,538.2,10.874,1.0,8.0,18.0,27.8,0.6113,0.0,1.0,5.23,68.8,0.133,-23.3,71.6,0.6062,Medium,1
LNP_08854,Hassett2019,A18-Iso5-2DC18,DOPE,PEG2000-DMG,siRNA,HeLa,40.86,36.08,22.33,0.72,332.1,9.975,4.0,6.0,15.0,54.18,0.5974,1.0,2.0,6.72,77.4,0.0536,-5.8,65.3,0.166,Low,0
LNP_08855,Kulkarni2019,Lipid5,DOPC,PEG2000-DMG,siRNA,HeLa,31.96,44.93,20.3,2.81,495.4,7.589,1.0,6.0,5.0,65.63,0.4481,2.0,1.0,6.53,161.8,0.118,-25.2,79.6,0.2031,Low,0
LNP_08856,Jayaraman2012,A18-Iso5-2DC18,DOPC,PEG2000-DSPE,mRNA,RAW264.7,14.32,54.5,29.2,1.98,740.9,8.958,2.0,8.0,16.0,58.11,0.6229,2.0,1.0,6.26,94.7,0.1184,-2.4,89.0,0.5375,Medium,1
LNP_08857,Fenton2016,cKK-E12,DOPC,PEG2000-DSPE,pDNA,RAW264.7,27.45,53.68,16.76,2.12,655.6,9.333,0.0,3.0,11.0,29.01,0.4536,2.0,0.0,7.5,49.6,0.1999,8.8,56.6,0.7819,High,1
LNP_08858,Miao2020,A18-Iso5-2DC18,DOPC,PEG2000-DSPE,mRNA,RAW264.7,38.17,41.95,17.78,2.11,531.1,10.706,0.0,3.0,17.0,59.06,0.5831,0.0,2.0,8.17,103.9,0.1339,10.4,68.3,0.5745,Medium,1
LNP_08859,Sabnis2018,IM-23,DSPC,PEG2000-DSPE,siRNA,Huh7,27.6,54.69,15.03,2.69,694.9,9.888,4.0,3.0,15.0,17.29,0.512,1.0,1.0,6.66,194.6,0.217,-11.2,89.4,0.1086,Low,0
LNP_08860,Sabnis2018,OF-02,DOPE,PEG1000-DMG,mRNA,A549,23.61,54.2,20.66,1.53,710.0,8.278,3.0,6.0,23.0,43.33,0.5481,3.0,1.0,6.21,125.5,0.2157,5.6,79.9,0.346,Medium,0
LNP_08861,Hajj2019,DODAP,DOPC,PEG2000-DSPE,siRNA,MCF7,23.71,60.47,13.16,2.66,278.8,5.131,4.0,6.0,17.0,67.81,0.6682,0.0,0.0,5.85,71.8,0.144,2.3,74.6,0.7075,High,1
LNP_08862,Billingsley2020,DOTAP,DSPC,PEG2000-DSG,ASO,PC3,7.82,62.85,26.13,3.2,662.1,7.728,0.0,3.0,11.0,62.17,0.5106,0.0,0.0,7.63,122.8,0.1504,24.7,83.6,0.0751,Low,0
LNP_08863,Kauffman2015,DODMA,DSPC,PEG1000-DMG,mRNA,Jurkat,29.21,47.16,22.56,1.07,754.1,6.405,2.0,3.0,21.0,91.03,0.4298,2.0,1.0,6.44,116.5,0.123,-8.7,67.6,0.1853,Low,0
LNP_08864,Miao2020,cKK-E12,DOPE,PEG2000-DMG,ASO,Huh7,37.33,42.21,19.06,1.4,659.1,7.356,4.0,4.0,5.0,32.79,0.7483,2.0,2.0,6.45,145.0,0.167,-14.0,89.9,0.5523,Medium,1
LNP_08865,Kulkarni2019,cKK-E12,DPPC,PEG2000-DSG,mRNA,HEK293,22.32,58.16,18.38,1.14,570.3,5.981,0.0,8.0,21.0,35.12,0.5816,3.0,1.0,6.38,105.3,0.1148,-10.5,93.6,0.1525,Low,0
LNP_08866,Billingsley2020,BAMEA-O16B,DSPC,PEG2000-DMG,siRNA,Huh7,11.1,57.53,28.79,2.58,701.3,10.588,1.0,9.0,16.0,77.93,0.387,3.0,0.0,6.27,78.7,0.1605,-16.3,59.0,0.2024,Low,0
LNP_08867,Kauffman2015,A18-Iso5-2DC18,DSPC,PEG2000-DSG,siRNA,RAW264.7,18.82,56.19,22.04,2.96,679.9,9.51,4.0,8.0,10.0,21.04,0.6026,3.0,1.0,5.55,183.4,0.1493,-35.2,98.3,0.304,Low,0
LNP_08868,Kulkarni2019,IM-23,DPPC,PEG2000-DSPE,mRNA,MCF7,54.73,32.22,10.05,3.0,372.0,7.842,2.0,8.0,18.0,31.78,0.494,0.0,2.0,6.94,73.1,0.1969,6.6,75.0,0.1646,Low,0
LNP_08869,Kauffman2015,DLin-MC3-DMA,DOPC,PEG2000-DMG,pDNA,A549,19.41,54.55,21.83,4.21,572.7,11.196,3.0,5.0,14.0,77.72,0.419,1.0,1.0,6.71,101.3,0.1284,-1.1,92.8,0.1667,Low,0
LNP_08870,Maier2013,cKK-E12,DOPC,PEG2000-DSPE,siRNA,PC3,43.17,45.7,9.75,1.38,917.2,5.487,0.0,5.0,7.0,39.99,0.4633,0.0,2.0,5.5,103.8,0.1202,-2.3,54.3,0.7081,High,1
LNP_08871,Maier2013,SM-102,DOPE,PEG1000-DMG,mRNA,MCF7,23.18,52.33,22.74,1.75,558.0,9.326,2.0,7.0,9.0,80.63,0.527,0.0,0.0,7.86,84.6,0.1579,-4.5,79.3,0.3106,Low,0
LNP_08872,Hassett2019,L319,DPPC,PEG2000-DSG,pDNA,A549,37.53,36.32,24.29,1.85,581.6,9.219,1.0,3.0,17.0,67.69,0.6608,3.0,0.0,6.55,93.5,0.1512,8.8,73.2,0.5648,Medium,1
LNP_08873,Akinc2008,SM-102,DPPC,PEG2000-DMG,mRNA,Jurkat,44.8,33.03,17.88,4.28,706.0,6.554,2.0,4.0,14.0,94.59,0.6346,1.0,1.0,5.36,173.1,0.2755,-8.6,82.2,0.7398,High,1
LNP_08874,Hajj2019,L319,DOPE,PEG2000-DSG,mRNA,MCF7,37.67,35.31,23.61,3.41,951.8,11.553,2.0,6.0,8.0,80.89,0.4034,1.0,0.0,6.66,89.5,0.1183,6.5,94.6,0.4599,Medium,0
LNP_08875,Maier2013,DLin-MC3-DMA,DSPE,PEG2000-DMG,siRNA,MCF7,30.98,50.87,15.17,2.98,470.6,7.592,4.0,9.0,23.0,41.49,0.4284,3.0,2.0,6.18,58.3,0.0979,-1.1,70.8,0.2262,Low,0
LNP_08876,Maier2013,DOTAP,DOPE,PEG1000-DMG,ASO,HEK293,31.17,55.48,11.26,2.09,616.0,6.478,4.0,8.0,9.0,68.64,0.6727,2.0,2.0,6.2,86.3,0.1053,3.5,92.4,0.712,High,1
LNP_08877,Dahlman2017,Lipid5,DOPC,PEG2000-DMG,mRNA,Huh7,16.07,61.23,22.17,0.53,573.7,5.91,2.0,9.0,20.0,104.16,0.5425,0.0,2.0,5.48,183.6,0.192,-14.9,84.1,0.4876,Medium,0
LNP_08878,Jayaraman2012,DOTAP,DSPE,PEG2000-DSG,mRNA,PC3,37.96,37.79,20.97,3.28,667.6,10.75,1.0,9.0,22.0,56.68,0.4028,3.0,2.0,6.33,83.4,0.0596,15.4,92.3,0.7137,High,1
LNP_08879,Dahlman2017,OF-02,DPPC,PEG2000-DMG,saRNA,RAW264.7,59.8,19.27,19.89,1.05,759.3,8.599,1.0,4.0,22.0,56.81,0.7014,3.0,1.0,5.97,92.2,0.0919,-12.6,86.0,0.0308,Low,0
LNP_08880,Miao2020,FTT5,DOPE,PEG1000-DMG,mRNA,A549,25.81,49.95,22.54,1.69,664.0,11.004,4.0,5.0,7.0,46.49,0.4264,0.0,2.0,7.33,123.0,0.1512,-11.1,75.7,0.8145,High,1
LNP_08881,Hassett2019,DODMA,DSPC,PEG2000-DSPE,mRNA,PC3,40.47,44.09,13.2,2.25,757.1,10.712,0.0,8.0,13.0,38.37,0.5957,0.0,0.0,6.29,81.5,0.1499,8.4,96.2,0.1804,Low,0
LNP_08882,Miao2020,A18-Iso5-2DC18,DPPC,PEG2000-DMG,pDNA,Jurkat,20.64,48.06,29.04,2.26,516.1,9.493,2.0,5.0,10.0,73.01,0.5562,0.0,0.0,7.13,90.3,0.1777,-0.9,69.3,0.2276,Low,0
LNP_08883,Sabnis2018,ALC-0315,DOPE,PEG1000-DMG,ASO,HeLa,34.99,50.76,10.1,4.16,625.3,8.765,4.0,3.0,23.0,30.06,0.4672,3.0,0.0,6.1,101.4,0.1413,19.3,77.1,0.0937,Low,0
LNP_08884,Fenton2016,DODAP,DPPC,PEG2000-DSPE,mRNA,PC3,12.12,60.16,26.57,1.14,586.6,8.048,4.0,7.0,9.0,28.51,0.6087,1.0,1.0,6.06,100.0,0.156,-20.6,68.6,0.2994,Low,0
LNP_08885,Fenton2016,BAMEA-O16B,DSPC,PEG1000-DMG,saRNA,A549,12.2,64.33,22.43,1.05,499.2,5.641,3.0,2.0,22.0,66.85,0.4668,3.0,1.0,6.78,116.3,0.3074,-2.3,93.0,0.23,Low,0
LNP_08886,Dahlman2017,A18-Iso5-2DC18,DSPE,PEG2000-DSG,siRNA,HEK293,14.91,58.31,24.87,1.9,666.8,8.587,2.0,6.0,5.0,45.73,0.5087,1.0,0.0,7.05,141.2,0.0684,-7.0,82.7,0.589,Medium,1
LNP_08887,Miao2020,ALC-0315,DPPC,PEG2000-DMG,mRNA,Huh7,16.9,56.7,23.09,3.31,555.4,8.447,2.0,5.0,18.0,41.1,0.5303,3.0,0.0,5.76,114.6,0.1941,-8.4,76.8,0.8162,High,1
LNP_08888,Kauffman2015,BAMEA-O16B,DSPC,PEG2000-DMG,siRNA,Jurkat,31.94,50.62,14.53,2.91,648.0,11.016,3.0,9.0,8.0,62.29,0.6299,3.0,0.0,7.25,106.9,0.1745,-14.3,73.6,0.221,Low,0
LNP_08889,Semple2010,L319,DPPC,PEG2000-DMG,pDNA,MCF7,18.72,55.28,21.33,4.67,650.7,11.047,4.0,4.0,5.0,66.25,0.5428,0.0,0.0,5.82,119.2,0.1764,-24.8,83.7,0.0712,Low,0
LNP_08890,Kauffman2015,SM-102,DOPE,PEG1000-DMG,pDNA,HEK293,48.0,37.75,13.31,0.94,546.0,6.419,1.0,7.0,14.0,76.92,0.6067,2.0,1.0,5.75,76.6,0.1582,8.0,88.9,0.6106,Medium,1
LNP_08891,Lokugamage2019,cKK-E12,DPPC,PEG2000-DMG,mRNA,HEK293,32.29,51.16,14.0,2.55,714.6,8.588,0.0,3.0,16.0,18.19,0.4558,1.0,2.0,7.05,96.6,0.0982,-10.2,81.0,0.3215,Low,0
LNP_08892,Kauffman2015,DLin-MC3-DMA,DSPC,PEG2000-DSG,mRNA,HeLa,26.28,52.1,20.08,1.54,783.0,8.089,2.0,6.0,13.0,37.48,0.6326,2.0,0.0,6.21,114.7,0.295,21.0,86.8,0.8692,High,1
LNP_08893,Kauffman2015,DLin-MC3-DMA,DPPC,PEG2000-DSPE,mRNA,HEK293,29.72,60.15,7.85,2.28,810.5,7.232,1.0,4.0,19.0,51.62,0.5367,3.0,1.0,6.47,125.7,0.2213,-3.4,52.4,0.1858,Low,0
LNP_08894,Akinc2008,DOTAP,DPPC,PEG2000-DSPE,pDNA,Huh7,30.85,44.79,21.67,2.69,502.5,11.012,3.0,2.0,6.0,55.23,0.4917,0.0,2.0,6.23,155.9,0.232,-18.4,39.2,0.3712,Medium,0
LNP_08895,Lokugamage2019,L319,DOPC,PEG2000-DSG,mRNA,PC3,31.98,40.77,26.37,0.88,555.4,5.035,4.0,7.0,13.0,63.3,0.4298,2.0,0.0,6.49,21.8,0.176,-6.9,87.9,0.3755,Medium,0
LNP_08896,Dahlman2017,C12-200,DSPE,PEG2000-DSPE,mRNA,HEK293,34.78,47.51,15.52,2.19,642.9,12.391,4.0,6.0,20.0,55.32,0.577,2.0,2.0,5.03,71.7,0.1489,22.8,69.7,0.5921,Medium,1
LNP_08897,Semple2010,DODMA,DSPE,PEG2000-DSPE,ASO,Jurkat,21.87,51.53,24.46,2.15,719.6,8.865,4.0,4.0,12.0,51.75,0.4844,2.0,2.0,5.0,59.6,0.1501,36.0,80.3,0.9184,High,1
LNP_08898,Fenton2016,L319,DSPC,PEG1000-DMG,pDNA,MCF7,29.46,45.05,23.93,1.55,504.1,10.98,1.0,9.0,20.0,61.87,0.3725,0.0,1.0,7.26,79.0,0.1646,8.0,96.9,0.6011,Medium,1
LNP_08899,Lokugamage2019,L319,DPPC,PEG2000-DMG,siRNA,Jurkat,27.72,52.26,17.56,2.46,627.6,7.789,0.0,8.0,16.0,48.97,0.4665,3.0,0.0,6.57,116.4,0.2886,10.8,62.6,0.2635,Low,0
LNP_08900,Jayaraman2012,Lipid5,DSPE,PEG2000-DSG,siRNA,HeLa,16.85,61.3,19.49,2.37,806.6,6.623,3.0,2.0,5.0,57.23,0.3742,3.0,0.0,7.06,89.2,0.0866,-21.8,89.3,0.1415,Low,0
LNP_08901,Kauffman2015,cKK-E12,DOPC,PEG2000-DMG,siRNA,HEK293,40.07,37.37,20.76,1.8,623.7,11.756,2.0,9.0,7.0,76.25,0.5717,3.0,0.0,6.72,212.4,0.0813,28.9,83.2,0.4989,Medium,0
LNP_08902,Jayaraman2012,OF-02,DOPE,PEG2000-DSG,mRNA,RAW264.7,22.31,58.27,17.17,2.25,755.9,6.337,0.0,6.0,23.0,60.24,0.6142,0.0,1.0,7.36,170.7,0.3043,4.0,74.3,0.0367,Low,0
LNP_08903,Maier2013,OF-02,DOPE,PEG2000-DMG,pDNA,MCF7,44.58,32.77,21.43,1.22,591.7,11.425,2.0,9.0,23.0,61.01,0.5862,2.0,0.0,6.14,198.2,0.232,-30.7,65.1,0.5084,Medium,1
LNP_08904,Hajj2019,DODMA,DSPC,PEG1000-DMG,saRNA,Huh7,30.59,55.58,11.92,1.91,664.9,8.493,4.0,9.0,21.0,18.75,0.7201,0.0,1.0,5.78,207.8,0.1758,-2.9,69.1,0.1802,Low,0
LNP_08905,Fenton2016,OF-02,DPPC,PEG2000-DSPE,pDNA,A549,33.24,44.85,20.38,1.53,835.2,9.537,3.0,4.0,21.0,4.75,0.4538,1.0,0.0,6.34,91.2,0.0884,0.5,57.1,0.2354,Low,0
LNP_08906,Akinc2008,DODMA,DOPC,PEG2000-DMG,siRNA,A549,22.27,53.52,20.54,3.67,641.7,8.146,1.0,3.0,10.0,90.37,0.7393,3.0,2.0,4.51,81.7,0.2084,-5.9,79.1,0.1676,Low,0
LNP_08907,Semple2010,OF-02,DSPC,PEG2000-DMG,siRNA,RAW264.7,44.73,39.0,14.58,1.68,780.5,7.284,4.0,3.0,12.0,72.15,0.6464,3.0,1.0,5.97,72.6,0.1904,-40.2,79.6,0.3543,Medium,0
LNP_08908,Fenton2016,C12-200,DPPC,PEG2000-DSG,saRNA,Huh7,23.72,47.73,27.05,1.5,612.6,4.88,3.0,3.0,7.0,41.86,0.6139,2.0,2.0,7.91,184.2,0.4177,-8.5,76.9,0.7098,High,1
LNP_08909,Dahlman2017,OF-02,DSPC,PEG2000-DMG,siRNA,HEK293,19.41,49.84,29.21,1.54,678.9,10.196,3.0,8.0,5.0,37.13,0.4412,2.0,0.0,5.48,165.2,0.1175,-5.5,50.4,0.277,Low,0
LNP_08910,Fenton2016,DOTAP,DSPC,PEG1000-DMG,siRNA,PC3,54.65,26.26,17.9,1.19,576.5,5.134,1.0,7.0,23.0,45.39,0.481,2.0,0.0,7.89,69.6,0.1097,-1.4,80.5,0.4892,Medium,0
LNP_08911,Kulkarni2019,FTT5,DOPE,PEG1000-DMG,mRNA,RAW264.7,9.33,65.37,22.63,2.67,762.0,8.052,3.0,9.0,8.0,46.48,0.5869,0.0,2.0,6.74,106.7,0.1074,13.3,76.6,0.2364,Low,0
LNP_08912,Kulkarni2019,L319,DPPC,PEG2000-DSG,saRNA,HeLa,25.09,50.88,23.02,1.02,912.4,10.702,3.0,2.0,12.0,72.75,0.6747,2.0,0.0,6.19,168.4,0.2263,-30.5,82.4,0.4037,Medium,0
LNP_08913,Billingsley2020,A18-Iso5-2DC18,DOPE,PEG1000-DMG,siRNA,HeLa,24.69,55.24,18.25,1.82,543.8,5.588,4.0,2.0,11.0,52.98,0.5878,0.0,2.0,7.17,119.2,0.0854,15.6,90.9,0.4521,Medium,0
LNP_08914,Dahlman2017,cKK-E12,DOPE,PEG1000-DMG,pDNA,Huh7,22.98,51.62,23.43,1.97,639.9,8.175,3.0,5.0,13.0,71.01,0.6489,2.0,2.0,7.44,140.8,0.1834,21.1,78.4,0.5982,Medium,1
LNP_08915,Miao2020,BAMEA-O16B,DOPE,PEG2000-DMG,siRNA,Jurkat,33.67,40.41,23.72,2.2,606.0,8.485,3.0,5.0,20.0,59.9,0.6353,3.0,0.0,7.22,124.5,0.0719,-24.6,78.3,0.1313,Low,0
LNP_08916,Kulkarni2019,C12-200,DSPC,PEG2000-DSG,mRNA,RAW264.7,41.07,39.76,14.33,4.85,744.5,7.755,3.0,3.0,24.0,52.82,0.4131,0.0,2.0,7.0,92.1,0.1081,-5.9,74.6,0.2852,Low,0
LNP_08917,Akinc2008,OF-02,DSPE,PEG1000-DMG,mRNA,PC3,26.37,51.65,20.68,1.3,691.1,9.348,0.0,8.0,12.0,57.2,0.4739,2.0,0.0,6.43,103.8,0.1608,-37.0,55.3,0.1992,Low,0
LNP_08918,Fenton2016,DLin-MC3-DMA,DOPE,PEG1000-DMG,mRNA,HEK293,32.03,52.9,14.3,0.77,785.1,6.031,2.0,5.0,20.0,103.78,0.7374,3.0,2.0,7.27,92.8,0.0963,-27.7,67.6,0.486,Medium,0
LNP_08919,Fenton2016,DLin-MC3-DMA,DOPC,PEG2000-DMG,mRNA,HeLa,43.67,41.89,13.0,1.45,835.5,8.438,2.0,4.0,16.0,60.9,0.7204,3.0,2.0,6.77,58.4,0.161,-4.2,90.1,0.2122,Low,0
LNP_08920,Maier2013,DOTAP,DPPC,PEG2000-DSG,siRNA,A549,21.75,48.06,28.18,2.01,442.3,6.265,1.0,8.0,11.0,89.35,0.5833,1.0,1.0,6.67,223.2,0.0581,-4.1,74.1,0.5311,Medium,1
LNP_08921,Patel2017,OF-02,DOPC,PEG2000-DSG,mRNA,HeLa,17.66,55.01,23.74,3.59,758.2,8.552,2.0,9.0,5.0,37.68,0.6701,3.0,2.0,5.7,122.9,0.1405,-16.4,77.4,0.1815,Low,0
LNP_08922,Billingsley2020,L319,DSPE,PEG2000-DMG,mRNA,Jurkat,34.68,39.94,22.63,2.76,600.8,9.448,3.0,3.0,5.0,41.81,0.6892,2.0,0.0,5.96,80.2,0.2321,-11.7,80.1,0.3236,Low,0
LNP_08923,Semple2010,DODMA,DOPE,PEG2000-DSPE,pDNA,Jurkat,38.01,40.53,19.74,1.72,794.4,4.931,0.0,7.0,24.0,71.69,0.3846,0.0,0.0,7.43,113.1,0.1824,-25.6,76.1,0.2135,Low,0
LNP_08924,Semple2010,L319,DPPC,PEG2000-DSPE,mRNA,RAW264.7,32.6,46.09,19.37,1.93,403.3,7.917,0.0,7.0,10.0,43.55,0.525,2.0,2.0,7.03,194.6,0.1809,-11.9,47.8,0.5444,Medium,1
LNP_08925,Kauffman2015,cKK-E12,DOPC,PEG2000-DSG,mRNA,MCF7,26.72,56.2,15.16,1.92,537.7,8.081,3.0,8.0,19.0,91.6,0.6578,0.0,2.0,7.07,163.0,0.1809,-32.8,89.1,0.1315,Low,0
LNP_08926,Kulkarni2019,FTT5,DOPE,PEG2000-DSPE,siRNA,A549,16.85,50.75,30.25,2.14,598.5,7.624,1.0,5.0,5.0,61.04,0.3694,3.0,0.0,6.95,110.4,0.1134,-24.3,88.6,0.802,High,1
LNP_08927,Hassett2019,L319,DOPE,PEG2000-DSG,mRNA,A549,43.02,40.42,12.66,3.9,650.6,7.28,3.0,3.0,12.0,30.29,0.4855,0.0,2.0,6.65,96.8,0.0626,8.8,92.9,0.2026,Low,0
LNP_08928,Semple2010,ALC-0315,DSPE,PEG1000-DMG,saRNA,HEK293,42.76,33.26,22.61,1.37,714.9,8.366,3.0,4.0,18.0,59.1,0.5162,2.0,1.0,6.51,100.4,0.0878,0.2,69.9,0.3181,Low,0
LNP_08929,Dahlman2017,DODAP,DSPC,PEG2000-DMG,mRNA,Jurkat,34.95,49.48,13.66,1.91,592.4,9.635,2.0,8.0,22.0,104.03,0.4682,0.0,0.0,6.51,84.0,0.1651,-3.8,80.1,0.1266,Low,0
LNP_08930,Sabnis2018,IM-23,DSPE,PEG2000-DSPE,siRNA,Huh7,19.46,56.6,22.67,1.26,501.2,8.573,0.0,9.0,20.0,56.74,0.6399,2.0,0.0,6.69,41.8,0.1207,-15.5,83.7,0.8923,High,1
LNP_08931,Jayaraman2012,BAMEA-O16B,DSPE,PEG2000-DMG,siRNA,Jurkat,37.73,40.18,20.54,1.55,762.6,13.916,1.0,5.0,19.0,51.36,0.6137,3.0,1.0,6.22,139.2,0.0972,-10.7,68.4,0.7428,High,1
LNP_08932,Jayaraman2012,ALC-0315,DOPC,PEG2000-DSPE,pDNA,RAW264.7,44.23,44.72,9.24,1.81,502.3,10.73,1.0,3.0,7.0,44.47,0.7322,1.0,2.0,5.59,93.0,0.1074,-22.2,75.7,0.6181,Medium,1
LNP_08933,Billingsley2020,OF-02,DSPC,PEG2000-DMG,pDNA,PC3,56.21,30.82,8.23,4.73,491.0,11.986,4.0,3.0,14.0,54.28,0.4118,0.0,1.0,6.3,95.1,0.1373,-13.3,90.6,0.035,Low,0
LNP_08934,Sabnis2018,SM-102,DSPE,PEG2000-DSPE,mRNA,A549,24.49,55.02,16.75,3.74,431.5,12.292,2.0,4.0,19.0,70.4,0.5422,0.0,0.0,6.26,114.7,0.1805,-2.3,89.8,0.3462,Medium,0
LNP_08935,Kulkarni2019,DOTAP,DPPC,PEG1000-DMG,ASO,Jurkat,44.22,39.88,14.47,1.43,527.9,9.505,0.0,6.0,19.0,81.67,0.5938,1.0,2.0,6.21,106.6,0.1591,-5.9,67.2,0.0583,Low,0
