record_id,source,cell_line,IL_mol_pct,CHL_mol_pct,HL_mol_pct,PEG_mol_pct,Frac_sp3C,MW,LogP,pKa,HBD,HBA,RotBonds,TPSA,Size_nm,PDI,Zeta_mV,EE_pct,NP_ratio,efficacy
LNP_09060,Miao2020,HeLa,46.73,38.81,13.35,1.11,0.5006,496.12,10.029,7.777,3,7,11,75.85,80.3,0.1001,-5.98,89.91,5.42,High
LNP_09061,Patel2020,HepG2,44.07,40.29,14.1,1.54,0.7131,705.86,8.874,5.997,0,4,13,49.14,54.8,0.1311,4.0,92.86,8.23,High
LNP_09062,Sabnis2018,HEK293,49.17,35.63,12.57,2.63,0.6595,596.35,9.808,4.656,0,7,15,84.16,72.9,0.0879,7.54,93.98,4.87,Low
LNP_09063,Dahlman2017,PC3,42.78,37.1,16.87,3.25,0.6682,629.32,11.287,6.458,4,7,11,66.52,133.8,0.1422,2.46,92.38,6.22,Medium
LNP_09064,Billingsley2020,PC3,36.88,43.19,18.65,1.29,0.457,680.98,8.165,6.036,0,4,11,41.12,139.8,0.0763,3.08,82.46,16.03,Low
LNP_09065,Fenton2016,HEK293,45.46,40.97,11.33,2.24,0.5414,656.19,7.604,7.276,1,3,7,55.12,115.2,0.0998,1.67,92.71,16.72,High
LNP_09066,Hajj2019,MCF-7,47.34,39.0,10.93,2.73,0.5644,705.39,4.476,7.185,3,4,19,86.62,76.8,0.0927,6.57,93.06,19.73,Medium
LNP_09067,Dahlman2017,HeLa,44.29,41.31,13.26,1.14,0.6208,384.06,8.916,7.565,1,3,10,96.96,63.3,0.1257,-0.71,93.21,16.95,High
LNP_09068,Sabnis2018,HeLa,43.71,41.75,12.19,2.36,0.4847,703.64,8.659,7.084,1,2,13,59.46,87.4,0.0858,-0.78,90.34,8.47,Medium
LNP_09069,Fenton2016,PC3,45.36,40.82,11.81,2.01,0.7031,746.28,9.644,4.864,2,6,10,53.47,66.7,0.0783,-4.27,93.23,8.89,High
LNP_09070,Fenton2016,HepG2,46.11,41.8,10.17,1.91,0.5306,743.09,11.825,7.072,3,8,10,35.38,73.6,0.1778,5.77,97.19,5.7,Medium
LNP_09071,Dahlman2017,A549,46.28,41.21,11.7,0.81,0.6498,711.44,9.373,7.323,1,7,19,58.43,178.7,0.2195,0.68,91.95,15.16,High
LNP_09072,Miao2020,PC3,40.87,42.51,15.59,1.02,0.6753,645.85,6.561,6.351,2,5,8,90.7,59.7,0.1249,3.19,92.79,11.95,High
LNP_09073,Patel2020,A549,45.84,35.08,17.83,1.25,0.6757,794.56,7.922,6.966,0,7,16,37.15,112.2,0.1164,-8.18,93.38,5.71,High
LNP_09074,Sabnis2018,A549,44.56,43.57,11.22,0.65,0.7535,324.2,13.285,6.991,0,2,11,53.96,107.1,0.1201,5.7,87.55,13.3,High
LNP_09075,Dahlman2017,RAW264.7,45.6,38.5,13.7,2.19,0.5495,662.48,9.898,6.557,1,9,18,85.93,96.6,0.1651,2.96,90.04,19.31,High
LNP_09076,Fenton2016,MCF-7,44.71,37.48,14.99,2.83,0.5181,694.66,8.796,5.117,0,2,18,59.16,97.0,0.1121,23.87,91.59,19.73,Medium
LNP_09077,Patel2020,HepG2,48.67,37.95,11.96,1.42,0.6172,571.4,7.356,6.789,4,5,16,45.81,110.8,0.1212,19.11,90.01,10.3,High
LNP_09078,Kauffman2015,MCF-7,53.95,34.08,9.42,2.55,0.5496,654.69,12.645,6.031,4,2,18,34.81,80.1,0.079,8.85,90.61,5.92,Medium
LNP_09079,Kulkarni2019,HEK293,44.4,46.7,6.81,2.09,0.5389,683.92,7.466,7.404,2,9,6,67.13,71.0,0.1179,-4.85,81.18,15.64,Low
LNP_09080,Miao2020,RAW264.7,40.2,44.35,13.5,1.95,0.448,592.03,7.412,7.386,4,3,19,46.8,62.3,0.0671,11.14,91.77,7.91,Low
LNP_09081,Sabnis2018,MCF-7,39.82,44.79,13.41,1.98,0.3469,767.35,6.301,5.917,1,2,13,47.88,79.3,0.1067,8.44,86.17,4.13,Low
LNP_09082,Fenton2016,A549,40.56,42.17,14.2,3.07,0.5217,399.49,8.205,6.331,2,2,18,88.07,95.2,0.105,-1.53,98.32,18.63,Medium
LNP_09083,Kauffman2015,PC3,40.1,45.44,12.7,1.76,0.5663,353.28,7.619,5.145,3,3,14,85.51,121.5,0.1789,12.87,95.97,4.9,Low
LNP_09084,Hajj2019,A549,44.76,39.68,13.8,1.76,0.6347,421.88,11.077,6.196,3,6,9,55.77,119.1,0.1745,-1.34,91.88,10.6,High
LNP_09085,Hajj2019,Jurkat,46.56,39.3,12.03,2.11,0.5259,546.17,7.547,7.457,2,9,18,76.01,75.7,0.0722,2.59,94.59,11.73,Medium
LNP_09086,Patel2020,A549,45.3,40.68,12.49,1.52,0.5184,585.82,6.338,5.586,2,9,6,74.53,67.3,0.2017,5.36,94.24,6.11,Medium
LNP_09087,Sabnis2018,RAW264.7,41.18,40.84,16.7,1.28,0.6275,836.81,9.036,6.039,1,4,9,76.42,68.9,0.1966,12.51,86.5,16.74,Medium
LNP_09088,Dahlman2017,PC3,42.68,45.51,9.99,1.82,0.5286,759.99,7.997,5.389,1,8,10,62.22,126.1,0.0704,-6.07,91.8,9.28,Low
LNP_09089,Miao2020,RAW264.7,44.01,40.16,12.5,3.34,0.5291,652.95,8.021,6.473,3,9,7,66.72,118.7,0.1336,8.98,91.98,8.94,Medium
LNP_09090,Dahlman2017,HEK293,43.45,46.04,9.48,1.03,0.6103,635.27,7.677,5.921,1,4,7,32.21,123.8,0.0804,2.96,79.29,16.22,Low
LNP_09091,Billingsley2020,RAW264.7,44.56,42.2,11.53,1.71,0.7121,657.87,6.454,5.86,3,8,5,37.98,167.3,0.0936,13.5,81.58,7.78,High
LNP_09092,Kulkarni2019,HepG2,42.19,43.73,10.88,3.2,0.4466,686.47,9.007,5.676,2,9,9,34.6,168.6,0.0673,-3.2,92.57,18.63,Low
LNP_09093,Hajj2019,HepG2,47.26,35.61,15.03,2.1,0.6365,547.99,10.881,5.985,0,2,13,70.24,88.3,0.1456,1.57,97.24,2.19,High
LNP_09094,Kulkarni2019,A549,44.11,43.01,11.57,1.31,0.7219,706.96,12.666,6.404,2,7,13,65.9,79.2,0.0746,14.43,90.27,8.86,High
LNP_09095,Miao2020,HepG2,46.83,36.27,15.33,1.57,0.6924,630.19,8.762,6.483,3,8,10,78.14,81.2,0.1756,2.02,95.06,19.27,High
LNP_09096,Dahlman2017,HeLa,50.43,41.33,6.25,1.99,0.6341,442.62,6.908,7.412,3,6,10,49.95,123.9,0.1282,3.83,98.0,5.49,Low
LNP_09097,Dahlman2017,HeLa,44.55,43.87,9.97,1.6,0.5533,656.52,4.66,6.312,4,7,18,74.2,124.0,0.1408,-13.75,80.97,7.8,Medium
LNP_09098,Dahlman2017,HEK293,53.24,37.16,8.82,0.78,0.5503,478.08,9.019,6.138,4,8,12,57.18,80.4,0.086,-21.05,98.43,10.04,Medium
LNP_09099,Billingsley2020,HEK293,44.36,40.08,13.63,1.93,0.6678,683.84,7.213,6.318,4,3,15,54.28,108.4,0.1231,-2.33,96.48,4.81,High
LNP_09100,Miao2020,A549,48.12,36.05,13.74,2.09,0.3794,641.99,8.85,7.173,1,3,15,39.69,94.9,0.1963,-3.17,95.82,3.68,High
LNP_09101,Hajj2019,Jurkat,48.43,36.12,14.16,1.29,0.5667,478.43,12.32,7.665,2,9,12,53.16,101.0,0.1971,3.31,92.34,13.26,Medium
LNP_09102,Miao2020,RAW264.7,50.32,33.54,14.29,1.85,0.6289,708.19,9.333,6.254,3,5,16,68.55,82.8,0.2616,-6.35,85.71,11.29,Medium
LNP_09103,Miao2020,Jurkat,41.25,43.23,13.34,2.18,0.6425,536.87,7.4,6.892,0,4,13,51.56,66.0,0.102,-6.91,95.12,14.46,Medium
LNP_09104,Hajj2019,MCF-7,45.3,37.16,15.61,1.92,0.5175,694.72,9.774,5.379,1,9,16,29.57,111.2,0.241,-4.63,88.43,6.31,Medium
LNP_09105,Fenton2016,HEK293,44.44,37.32,16.85,1.38,0.4639,634.97,12.45,6.413,4,4,5,82.84,92.8,0.1887,-0.36,81.88,2.29,Medium
LNP_09106,Dahlman2017,MCF-7,40.99,42.96,14.2,1.86,0.7562,412.1,10.599,6.207,1,5,15,79.4,69.2,0.0869,-4.24,87.11,7.84,High
LNP_09107,Hajj2019,HepG2,41.01,38.84,17.26,2.89,0.5594,498.28,10.241,6.917,3,5,8,46.76,143.7,0.0956,-0.54,90.78,12.67,High
LNP_09108,Sabnis2018,HEK293,46.41,38.68,13.58,1.33,0.6789,770.74,9.597,7.742,1,6,17,74.8,78.7,0.0958,20.26,92.57,3.16,High
LNP_09109,Fenton2016,PC3,44.4,41.98,12.72,0.91,0.6721,638.88,8.849,5.735,4,9,17,51.82,73.0,0.1523,11.38,96.81,7.52,Low
LNP_09110,Hajj2019,HeLa,43.05,37.72,17.76,1.47,0.672,791.02,7.332,6.554,3,3,5,56.57,79.8,0.2044,8.09,89.7,16.14,High
LNP_09111,Dahlman2017,Jurkat,45.95,40.17,12.39,1.49,0.4405,506.11,6.835,7.327,1,7,17,35.96,106.8,0.1347,5.3,87.27,10.74,Medium
LNP_09112,Miao2020,HEK293,48.96,37.39,11.64,2.01,0.4921,953.37,6.856,7.151,3,8,14,68.28,128.4,0.1557,-14.24,91.96,6.1,Medium
LNP_09113,Fenton2016,RAW264.7,50.69,38.13,10.12,1.06,0.5384,442.89,9.217,5.862,1,9,8,72.11,128.3,0.1377,-1.2,89.81,15.94,High
LNP_09114,Kulkarni2019,HepG2,48.94,38.98,11.08,0.99,0.6428,595.16,7.136,6.703,4,2,18,61.05,75.9,0.1376,0.93,81.55,15.34,Medium
LNP_09115,Dahlman2017,HeLa,44.18,44.49,9.15,2.18,0.5417,553.84,3.663,6.543,1,2,8,59.88,83.3,0.1022,-4.15,86.45,1.26,Low
LNP_09116,Kauffman2015,Jurkat,45.77,41.91,11.59,0.73,0.4584,535.47,10.628,5.252,2,8,15,59.06,84.4,0.0771,-4.49,92.7,16.05,Low
LNP_09117,Miao2020,MCF-7,47.46,40.74,10.59,1.22,0.6468,689.81,6.19,6.115,2,9,15,38.24,102.9,0.1046,1.1,86.44,15.1,High
LNP_09118,Dahlman2017,HEK293,43.09,40.78,13.17,2.96,0.7206,378.46,7.826,6.401,4,7,9,66.38,97.5,0.1258,1.28,90.88,6.75,Medium
LNP_09119,Miao2020,HeLa,45.67,38.56,14.21,1.56,0.5972,548.17,6.682,7.087,2,9,5,16.36,86.7,0.0764,7.57,91.15,13.59,High
LNP_09120,Hajj2019,Jurkat,49.35,40.4,8.62,1.63,0.636,573.17,8.722,6.942,3,2,19,80.63,47.6,0.078,3.39,92.2,15.26,High
LNP_09121,Hajj2019,HEK293,49.19,38.31,11.25,1.25,0.6144,517.06,8.524,6.704,0,5,11,38.53,75.2,0.2307,2.07,91.75,13.37,Medium
LNP_09122,Miao2020,HeLa,51.7,35.35,12.27,0.68,0.5634,708.8,3.823,4.942,1,7,10,61.26,112.3,0.1007,4.56,96.91,11.6,Low
LNP_09123,Dahlman2017,Jurkat,48.43,39.6,10.84,1.14,0.7216,453.45,4.363,6.906,3,4,8,53.28,175.2,0.131,10.48,80.09,5.71,High
LNP_09124,Miao2020,MCF-7,50.31,34.49,13.61,1.59,0.7512,678.22,8.97,6.751,3,4,13,74.17,110.3,0.1726,-6.19,91.57,8.7,Medium
LNP_09125,Dahlman2017,HEK293,40.76,41.77,14.2,3.27,0.6465,492.41,8.756,6.991,4,5,8,50.26,104.9,0.0955,7.36,92.74,8.96,High
LNP_09126,Miao2020,HEK293,43.15,36.91,19.0,0.95,0.6325,654.35,8.658,5.683,0,4,18,48.3,92.4,0.1157,-15.92,88.35,2.9,High
LNP_09127,Patel2020,PC3,47.78,40.19,10.1,1.92,0.6446,654.98,6.768,6.595,0,5,12,48.99,118.7,0.1707,-0.21,97.38,19.13,High
LNP_09128,Hajj2019,RAW264.7,47.81,37.81,13.23,1.15,0.6376,635.64,10.296,6.281,0,6,5,85.35,125.2,0.142,-5.32,97.96,16.16,High
LNP_09129,Dahlman2017,HeLa,48.71,43.26,7.0,1.04,0.6573,773.91,8.927,7.477,3,7,19,64.18,85.2,0.0847,-3.26,87.94,7.73,Low
LNP_09130,Oberli2017,MCF-7,47.94,35.79,14.83,1.44,0.5337,599.59,8.211,5.718,2,4,13,52.58,70.0,0.1182,4.84,96.16,16.02,Medium
LNP_09131,Patel2020,HeLa,46.14,37.61,14.29,1.96,0.4719,525.89,9.735,6.434,0,4,7,52.05,139.2,0.0953,-0.91,90.31,7.83,Medium
LNP_09132,Fenton2016,HEK293,46.16,40.53,10.42,2.9,0.6745,751.42,6.449,5.824,3,7,6,38.78,113.8,0.0775,4.99,86.87,13.58,High
LNP_09133,Patel2020,RAW264.7,44.99,38.0,15.5,1.51,0.685,628.25,12.773,4.799,3,5,12,99.22,104.5,0.0542,5.59,97.18,2.51,Medium
LNP_09134,Miao2020,MCF-7,48.26,35.47,13.65,2.62,0.4158,921.13,11.035,6.1,4,2,17,68.96,61.5,0.0862,22.41,91.75,3.13,High
LNP_09135,Oberli2017,PC3,45.13,44.0,9.39,1.49,0.6712,459.33,6.293,5.618,0,4,11,7.19,76.8,0.1215,-0.87,93.46,5.29,Low
LNP_09136,Kulkarni2019,HeLa,47.67,42.94,8.32,1.07,0.521,837.1,9.208,6.178,1,6,18,76.53,57.4,0.0793,-4.51,95.65,4.7,Medium
LNP_09137,Dahlman2017,A549,49.73,39.42,10.12,0.73,0.7181,721.82,5.289,7.085,3,9,12,67.94,118.3,0.2155,10.35,92.71,11.23,High
LNP_09138,Kulkarni2019,RAW264.7,38.48,45.14,15.02,1.37,0.6785,480.54,11.535,6.111,0,6,12,29.36,136.8,0.0722,-4.13,90.37,12.46,High
LNP_09139,Billingsley2020,MCF-7,47.07,38.72,13.13,1.08,0.586,696.44,6.386,5.854,3,5,11,45.99,94.9,0.1742,5.89,94.81,7.89,High
LNP_09140,Billingsley2020,MCF-7,41.75,40.53,14.58,3.13,0.4527,693.78,10.581,5.291,4,3,12,91.46,106.0,0.0795,11.45,90.09,4.33,Low
LNP_09141,Fenton2016,MCF-7,48.52,34.81,15.14,1.54,0.55,798.07,9.675,6.769,2,7,17,60.77,107.4,0.1117,19.9,95.48,1.47,High
LNP_09142,Fenton2016,HeLa,48.38,39.72,9.21,2.69,0.546,615.39,8.712,5.941,2,8,13,61.69,75.6,0.069,-6.1,90.47,18.31,High
LNP_09143,Hajj2019,Jurkat,43.13,45.39,10.18,1.29,0.6664,756.38,10.127,5.748,0,7,5,80.9,94.6,0.1567,-4.58,84.78,1.93,Low
LNP_09144,Miao2020,Jurkat,42.74,41.34,14.12,1.8,0.4792,604.33,6.626,6.542,2,9,10,67.48,127.9,0.1239,13.72,93.74,15.56,Medium
LNP_09145,Sabnis2018,RAW264.7,43.76,42.49,10.95,2.8,0.7023,705.72,8.614,6.238,0,7,5,76.29,68.9,0.092,5.33,84.94,17.44,Medium
LNP_09146,Hajj2019,HepG2,47.62,41.84,8.74,1.81,0.725,648.69,10.431,6.315,0,2,12,91.93,159.6,0.1007,0.01,88.33,1.48,Medium
LNP_09147,Oberli2017,HeLa,51.6,38.43,8.47,1.5,0.6671,555.24,7.164,6.82,1,9,14,37.65,111.8,0.1139,5.22,94.31,7.14,Medium
LNP_09148,Dahlman2017,RAW264.7,42.21,39.14,17.02,1.63,0.7124,604.44,11.541,5.133,3,2,17,46.64,88.6,0.1329,-10.51,93.03,6.24,Low
LNP_09149,Dahlman2017,HepG2,55.6,31.75,11.12,1.53,0.6798,503.63,8.654,4.872,2,2,17,80.95,53.6,0.221,-1.32,89.43,5.49,Low
LNP_09150,Dahlman2017,HEK293,51.09,31.1,17.22,0.58,0.6735,594.98,7.303,6.402,0,2,19,77.66,106.3,0.0738,3.98,91.06,10.73,Medium
LNP_09151,Hajj2019,PC3,41.7,41.58,15.74,0.97,0.4914,586.02,9.233,6.684,0,7,9,73.99,111.4,0.1272,-11.94,81.44,17.95,Medium
LNP_09152,Dahlman2017,A549,45.37,40.4,13.29,0.93,0.595,840.73,7.308,5.832,1,7,14,11.25,148.2,0.0939,9.74,86.24,7.38,Medium
LNP_09153,Sabnis2018,A549,50.8,37.58,10.58,1.03,0.6849,810.75,8.784,7.479,4,2,12,97.2,113.2,0.0787,-4.22,88.65,2.31,Medium
LNP_09154,Miao2020,PC3,45.23,44.66,8.81,1.29,0.5524,825.14,11.684,5.852,2,9,5,81.27,54.7,0.1548,0.9,94.17,13.31,Low
LNP_09155,Hajj2019,MCF-7,48.45,40.03,7.96,3.57,0.4792,640.3,13.98,6.434,0,9,6,36.76,62.7,0.067,11.85,97.15,12.56,Low
LNP_09156,Fenton2016,A549,49.27,42.08,7.08,1.57,0.3907,381.72,11.376,6.504,2,8,6,87.4,64.9,0.3003,12.0,94.42,12.96,Low
LNP_09157,Kauffman2015,PC3,40.92,48.58,9.99,0.51,0.6733,516.92,10.13,6.157,0,2,15,67.99,68.3,0.097,-1.11,92.17,4.19,Low
LNP_09158,Billingsley2020,PC3,47.49,44.16,6.97,1.39,0.6424,585.73,10.585,6.108,1,3,18,57.64,110.0,0.1073,6.83,95.51,13.02,Low
LNP_09159,Dahlman2017,A549,49.49,38.65,9.69,2.17,0.5419,617.37,8.523,6.829,2,6,19,68.08,88.7,0.1266,-3.05,95.32,11.54,High
LNP_09160,Miao2020,HeLa,49.5,37.15,10.96,2.39,0.5333,735.83,8.898,5.737,0,5,13,72.7,143.7,0.1714,-4.85,95.75,7.01,Medium
LNP_09161,Miao2020,HeLa,46.55,40.39,11.36,1.7,0.5139,554.14,8.896,7.083,0,8,8,71.99,81.3,0.0626,6.04,88.81,17.64,High
LNP_09162,Fenton2016,HeLa,54.91,34.48,9.35,1.25,0.7089,655.89,8.221,7.09,3,8,18,102.33,136.7,0.1455,8.95,84.41,3.61,Medium
LNP_09163,Dahlman2017,RAW264.7,46.67,34.83,15.84,2.65,0.5468,726.26,10.808,6.89,4,3,13,57.88,143.0,0.1206,1.25,89.28,15.04,High
LNP_09164,Miao2020,RAW264.7,43.05,37.45,17.77,1.73,0.6646,524.5,7.87,7.17,4,2,7,49.99,113.5,0.0801,6.11,98.29,4.54,Medium
LNP_09165,Miao2020,HEK293,35.47,44.27,19.49,0.77,0.5777,741.62,7.782,7.0,1,7,19,91.57,184.6,0.1809,-4.28,93.07,10.56,High
LNP_09166,Hajj2019,PC3,46.03,36.11,16.77,1.09,0.5617,668.03,10.144,4.963,2,8,10,53.02,88.6,0.0953,5.18,98.48,8.29,Medium
LNP_09167,Hajj2019,HEK293,40.24,44.19,13.88,1.7,0.6474,473.7,5.114,6.734,0,6,7,51.34,114.7,0.096,-6.81,86.89,15.24,Medium
LNP_09168,Kauffman2015,HeLa,53.1,37.73,7.68,1.49,0.5857,766.06,10.811,7.012,4,9,14,41.36,68.0,0.1244,18.44,83.53,7.05,Low
LNP_09169,Oberli2017,PC3,46.83,38.85,12.62,1.69,0.6888,738.36,10.934,7.284,4,5,18,54.54,157.7,0.2302,6.85,94.81,7.09,High
LNP_09170,Miao2020,RAW264.7,46.69,37.64,14.64,1.04,0.4918,672.68,10.721,5.594,3,5,5,52.04,111.6,0.0877,11.74,99.04,1.23,Medium
LNP_09171,Dahlman2017,HepG2,48.22,39.7,11.14,0.94,0.534,620.9,10.818,6.669,3,2,11,73.57,95.3,0.1481,6.72,89.21,2.28,Low
LNP_09172,Kulkarni2019,A549,45.33,44.26,8.93,1.48,0.6685,590.89,7.168,5.655,3,2,9,86.65,105.2,0.1125,-17.34,92.41,7.88,Low
LNP_09173,Sabnis2018,HeLa,42.31,43.03,12.93,1.72,0.7481,834.48,6.978,6.782,4,4,17,50.79,139.3,0.2151,10.01,97.89,10.75,High
LNP_09174,Fenton2016,HEK293,44.07,40.21,13.68,2.04,0.5531,715.14,9.704,5.705,1,3,17,93.13,103.7,0.2093,-1.47,94.7,11.16,Low
LNP_09175,Miao2020,HepG2,45.25,41.24,12.31,1.2,0.7147,866.89,4.708,7.737,1,3,18,54.82,69.7,0.1123,1.65,94.14,17.84,Medium
LNP_09176,Billingsley2020,A549,51.43,39.59,6.92,2.07,0.4989,772.81,7.289,5.503,1,5,16,56.96,124.7,0.0785,-5.78,92.1,9.71,Low
LNP_09177,Kulkarni2019,PC3,53.6,37.7,7.57,1.13,0.4533,403.09,9.57,7.521,2,6,6,91.56,86.1,0.1334,4.35,88.2,16.55,Low
LNP_09178,Billingsley2020,PC3,42.99,43.3,12.63,1.07,0.4422,508.71,9.919,5.513,0,8,18,55.07,118.5,0.1785,-1.59,91.85,8.15,Low
LNP_09179,Kulkarni2019,RAW264.7,44.04,38.68,15.0,2.28,0.4233,653.01,7.059,7.164,4,2,15,54.97,115.4,0.1191,10.28,98.28,19.71,High
LNP_09180,Miao2020,RAW264.7,46.74,36.8,15.34,1.12,0.6528,733.76,8.829,6.748,3,4,8,65.82,71.4,0.2192,0.66,94.45,8.73,High
LNP_09181,Dahlman2017,HEK293,54.52,33.41,10.36,1.71,0.5677,661.7,5.789,6.524,1,8,15,86.3,81.9,0.1246,4.92,87.16,14.16,Low
LNP_09182,Patel2020,PC3,45.55,35.2,17.48,1.77,0.6661,692.49,4.212,8.341,1,2,19,80.05,96.0,0.0924,5.37,89.71,12.09,Medium
LNP_09183,Patel2020,RAW264.7,52.11,36.56,10.1,1.23,0.6278,582.82,7.61,7.174,0,6,15,96.25,90.1,0.0863,-13.19,94.0,9.6,Medium
LNP_09184,Patel2020,PC3,37.44,43.36,17.2,2.0,0.5941,552.94,9.56,6.173,2,8,12,48.5,117.3,0.0928,-7.7,96.15,11.65,Medium
LNP_09185,Hajj2019,A549,47.69,40.33,11.26,0.72,0.5696,661.41,7.796,8.186,3,8,5,65.01,70.8,0.0964,-1.56,89.94,14.57,Low
LNP_09186,Fenton2016,HeLa,45.5,38.74,14.09,1.67,0.4417,770.22,11.965,6.892,1,8,17,60.15,166.9,0.0709,14.76,99.41,2.96,Medium
LNP_09187,Billingsley2020,Jurkat,46.15,37.81,14.81,1.22,0.635,739.37,8.582,5.153,3,4,9,17.12,132.0,0.0983,2.95,93.15,2.48,High
LNP_09188,Miao2020,HeLa,51.72,34.77,11.93,1.57,0.4444,559.32,8.963,6.304,1,5,8,63.7,130.6,0.1586,15.44,95.62,3.3,High
LNP_09189,Billingsley2020,HeLa,52.19,37.38,9.1,1.33,0.563,791.27,9.188,7.003,4,3,15,48.82,98.3,0.0711,9.22,95.51,7.54,High
LNP_09190,Kauffman2015,RAW264.7,41.12,44.83,13.36,0.68,0.3992,692.09,7.698,8.322,3,6,10,82.26,108.9,0.0857,-5.65,96.15,4.99,Low
LNP_09191,Dahlman2017,RAW264.7,46.73,36.37,14.67,2.23,0.4353,523.63,10.787,6.469,4,8,7,78.63,167.2,0.1228,-0.95,97.35,4.53,High
LNP_09192,Hajj2019,MCF-7,48.87,38.94,10.22,1.97,0.6147,664.43,10.529,7.165,1,3,14,64.14,118.5,0.2441,9.42,95.43,3.43,Medium
LNP_09193,Kulkarni2019,HEK293,46.56,38.72,13.29,1.42,0.5539,707.12,6.449,6.495,2,7,13,86.02,96.8,0.2439,5.74,94.49,17.82,Medium
LNP_09194,Miao2020,MCF-7,46.18,42.96,9.56,1.3,0.4913,584.16,8.127,8.374,3,6,6,35.36,116.9,0.0863,-2.82,96.57,11.58,Low
LNP_09195,Miao2020,Jurkat,50.4,33.94,14.6,1.07,0.5192,518.82,11.063,7.224,2,2,18,87.68,147.8,0.104,2.66,83.65,19.38,Medium
LNP_09196,Sabnis2018,A549,46.03,38.99,13.28,1.69,0.5476,576.12,7.649,6.314,4,4,18,101.92,98.8,0.265,8.3,85.18,7.75,High
LNP_09197,Patel2020,Jurkat,47.52,40.65,9.5,2.33,0.5867,580.44,6.635,6.504,3,2,6,72.76,85.4,0.2025,4.49,91.49,8.0,High
LNP_09198,Dahlman2017,MCF-7,52.53,34.25,9.8,3.41,0.7601,771.16,3.059,6.009,0,2,17,45.73,64.5,0.29,8.25,95.12,10.5,Low
LNP_09199,Hajj2019,A549,48.33,41.57,9.46,0.65,0.7225,485.08,8.707,6.136,3,8,6,58.98,156.4,0.1351,6.91,93.58,11.19,Medium
LNP_09200,Miao2020,MCF-7,43.17,37.74,16.61,2.49,0.6128,659.82,10.254,6.408,4,8,12,32.68,69.5,0.1193,0.66,97.72,3.81,High
LNP_09201,Hajj2019,HEK293,47.21,39.53,11.17,2.09,0.661,648.45,7.082,6.583,1,6,8,70.93,92.7,0.0738,6.79,82.46,4.15,High
LNP_09202,Dahlman2017,HeLa,42.66,38.43,17.09,1.81,0.5825,651.98,10.168,5.734,0,5,17,88.43,151.2,0.1916,-8.52,88.92,14.18,High
LNP_09203,Dahlman2017,HeLa,45.5,36.55,15.36,2.59,0.5316,681.71,7.649,6.601,1,5,19,65.59,59.9,0.1855,10.44,99.31,16.97,Medium
LNP_09204,Billingsley2020,HEK293,44.62,38.95,14.98,1.45,0.576,740.16,11.4,5.382,1,4,5,48.71,107.9,0.1152,11.58,82.22,4.4,Medium
LNP_09205,Miao2020,HepG2,52.43,36.01,8.5,3.06,0.689,813.25,10.241,7.543,3,5,8,71.6,140.8,0.2425,23.09,84.89,15.13,Medium
LNP_09206,Miao2020,PC3,47.33,34.95,15.19,2.53,0.5415,448.7,6.963,6.195,0,8,6,95.97,121.5,0.2204,7.02,93.9,12.53,Medium
LNP_09207,Hajj2019,HEK293,48.84,42.41,6.0,2.74,0.6093,684.87,8.747,5.341,2,8,7,80.32,101.6,0.1019,8.34,94.78,18.24,Low
LNP_09208,Miao2020,PC3,47.12,34.4,17.5,0.98,0.6966,680.96,6.403,6.611,1,4,6,82.79,134.1,0.1442,0.91,95.66,9.83,Medium
LNP_09209,Hajj2019,HeLa,43.98,43.01,12.28,0.73,0.6426,753.0,7.748,6.788,1,2,9,54.3,83.2,0.0659,-8.9,97.54,11.03,Low
LNP_09210,Sabnis2018,PC3,47.74,43.84,6.45,1.98,0.5615,914.74,11.136,6.416,0,4,19,105.48,76.4,0.1303,11.97,87.13,4.21,Low
LNP_09211,Miao2020,MCF-7,45.97,43.04,9.12,1.86,0.5248,504.25,10.959,6.72,3,5,19,36.72,60.0,0.0854,-5.65,94.2,7.52,Medium
LNP_09212,Kulkarni2019,RAW264.7,57.69,29.46,11.21,1.64,0.5756,905.37,6.834,6.318,0,2,8,50.04,121.2,0.1693,15.95,82.65,3.23,Low
LNP_09213,Dahlman2017,A549,51.61,34.55,12.72,1.12,0.6179,379.25,8.713,5.694,4,5,16,58.1,152.6,0.2019,14.02,92.46,10.85,Medium
LNP_09214,Dahlman2017,PC3,49.31,33.97,15.65,1.07,0.5679,529.77,7.04,7.678,1,4,18,28.35,87.1,0.0812,1.67,87.84,5.54,Low
LNP_09215,Dahlman2017,HEK293,50.66,32.69,15.48,1.16,0.6065,475.38,9.237,5.822,2,4,19,59.65,85.0,0.0771,13.03,95.89,12.63,High
LNP_09216,Fenton2016,MCF-7,50.88,32.9,14.62,1.59,0.5572,782.19,7.981,5.674,3,4,5,69.26,144.5,0.1851,6.5,86.74,13.96,Low
LNP_09217,Patel2020,MCF-7,48.29,39.35,9.84,2.51,0.4908,648.33,5.261,6.621,1,3,13,106.72,122.5,0.1135,-5.62,94.49,18.13,Medium
LNP_09218,Miao2020,MCF-7,51.64,36.61,10.45,1.3,0.5681,491.8,7.491,7.227,0,6,12,49.07,62.1,0.1647,6.2,94.04,14.56,Low
LNP_09219,Fenton2016,HeLa,46.68,39.52,12.73,1.07,0.566,578.98,8.863,7.891,2,7,18,69.23,111.3,0.1109,3.93,88.38,5.27,Low
